frame,reward_tracking_lin_vel,reward_tracking_ang_vel,reward_tracking_height,cost_lin_vel_z,cost_ang_vel_xy,cost_joint_velocity,cost_action_nn,cost_action_rate,cost_feet_slip,cost_leg_base_angle,cost_orientation
0,1.1253517471925913e-08,0.05,0.04998478235575755,-0.0,-0.0,-2.500773848652302e-07,-0.0007599458913318813,-0.0,-5.958357658273785e-12,-6.269736813939484e-09,-4.044743586545243e-10
1,1.2171734351276633e-08,0.0499815987164589,0.04998489329672669,-1.2048703057752374e-06,-2.019306707746858e-06,-8.128639291532592e-07,-0.0010024973889812827,-7.376150460913777e-05,-1.2772396139449932e-10,-2.836926040183236e-10,-7.799601239899001e-09
2,1.3278539020744697e-08,0.049943734186169556,0.049985192716585324,-3.6659085207793477e-06,-1.162067590827671e-05,-1.4658681648753687e-06,-0.0006339632673189044,-7.665317389182746e-05,-3.97171926043006e-10,-5.261656278570562e-09,-4.292655907849044e-08
3,1.4367561046570416e-08,0.049911766875771056,0.04998563168052882,-6.66534838549886e-06,-2.5021861288076588e-05,-2.1719444243592336e-06,-0.00036812745383940637,-0.00023974492796696723,-6.328610943899587e-10,-2.469997026027639e-08,-1.3145107324052705e-07
4,1.5384579779667285e-08,0.04993684185241656,0.04998617286502433,-9.948435045612768e-06,-3.5891836175421634e-05,-3.0505061937518635e-06,-0.0003561532648745924,-1.2686249647231307e-05,-8.058766606502905e-10,-4.715787514029468e-08,-2.963409806747985e-07
5,1.641421223030059e-08,0.049964251815752356,0.049986785172350126,-1.2967425842305206e-05,-4.729399610841754e-05,-4.177259236086009e-06,-0.00037430645897984505,-8.183795216609724e-06,-9.5273324756977e-10,-6.493610628384827e-08,-5.628135758751901e-07
6,1.747316096835418e-08,0.04998532151088357,0.04998744188418048,-1.5502667223655502e-05,-5.930888726001196e-05,-5.607729344001139e-06,-0.00039490367635153234,-6.899574600538472e-06,-1.0945454216292068e-09,-7.509027725147129e-08,-9.561663685194396e-07
7,1.8553299823435983e-08,0.049997482843684944,0.04998812198961224,-1.7531166950490652e-05,-7.115717398329379e-05,-7.376104532295338e-06,-0.00040944767533801496,-6.308402134891367e-06,-1.2581641967131335e-09,-7.706448611952995e-08,-1.4982733260494105e-06
8,1.963520771436196e-08,0.04999950165740093,0.04998880967786295,-1.910740328830319e-05,-8.169258319762812e-05,-9.514363202862535e-06,-0.0004297825216781348,-7.002601250860607e-06,-1.4791735863723507e-09,-7.1376411533545e-08,-2.2044645870877067e-06
9,2.070887605940506e-08,0.04999075111281824,0.04998949328882822,-2.029610354655834e-05,-9.00766485140652e-05,-1.203800266644193e-05,-0.0004540500813163817,-6.0912902881682385e-06,-1.7969560763271715e-09,-5.927772925910145e-08,-3.0824455235844637e-06
10,2.177077451420423e-08,0.04997057666861556,0.049990164288363746,-2.114126830329662e-05,-9.600595222743422e-05,-1.4946003996469641e-05,-0.0004781059978995472,-5.030991360399639e-06,-2.2445801388344722e-09,-4.2991883648200735e-08,-4.132452436175408e-06
11,2.2818912866952088e-08,0.04993845070111298,0.0499908164614783,-2.1681192425948e-05,-9.941691348009186e-05,-1.8222672304644203e-05,-0.0004984255065210164,-3.993764039478265e-06,-2.8405577891691705e-09,-2.5556760625050928e-08,-5.347773966904139e-06
12,2.38531164910576e-08,0.04989426406892319,0.049991445359762826,-2.1947794288825316e-05,-0.00010044966754546163,-2.1839570591069973e-05,-0.0005120785790495574,-3.0563385280402144e-06,-3.5952599485796046e-09,-1.0485164815910222e-08,-6.715867883365083e-06
13,2.487492637096597e-08,0.04983856250602345,0.049992047877355526,-2.1966549858510204e-05,-9.939487744345954e-05,-2.5759038018376826e-05,-0.0005177886341698468,-2.315502570127137e-06,-4.493443184078534e-09,-1.3338139402711613e-09,-8.219871876183078e-06
14,2.5887727680783748e-08,0.04977257914437752,0.04999262192681616,-2.175803391899068e-05,-9.663757258067203e-05,-2.9936878819694387e-05,-0.0005155584658496082,-1.78035918452224e-06,-5.506706978406461e-09,-1.303459257842182e-09,-9.84027819557053e-06
15,2.6896340132058532e-08,0.04969809145273884,0.04999316619651951,-2.133989357634067e-05,-9.259830882166045e-05,-3.432561352342734e-05,-0.0005065039731562138,-1.4200053328750073e-06,-6.598265413458686e-09,-1.2965000225089136e-08,-1.1556538550397988e-05
16,2.7906667034841916e-08,0.04961710018472531,0.04999367997085807,-2.0728966057443614e-05,-8.768503846584569e-05,-3.887690355149935e-05,-0.000492225110065192,-1.181230118163512e-06,-7.720903256779643e-09,-3.813630818210505e-08,-1.3348442536298854e-05
17,2.8925220763585127e-08,0.04953156163690403,0.04999416299963737,-1.9943048562926445e-05,-8.226087068709085e-05,-4.354449664987506e-05,-0.0004745565529447049,-1.0158378245250788e-06,-8.830218835520322e-09,-7.78899860760882e-08,-1.5197160424225748e-05
18,2.9958515772621266e-08,0.049443008422740437,0.04999461540135208,-1.9002042820429052e-05,-7.662345307862583e-05,-4.829151865609645e-05,-0.00045512078213505447,-8.880764994501078e-07,-9.832841661765272e-09,-1.3268894668514464e-07,-1.7085968142073874e-05
19,3.101238729191344e-08,0.04935180296179369,0.049995037551171996,-1.7927370512984524e-05,-7.100686081856994e-05,-5.308434292541141e-05,-0.0004351840470917523,-7.819718348400784e-07,-1.066094916620529e-08,-2.0256710734965905e-07,-1.9000603634556356e-05
20,3.209218811305715e-08,0.04925775237403673,0.04999543001191986,-1.6745120089950872e-05,-6.557379391261148e-05,-5.7890532657552156e-05,-0.0004155554051976651,-6.895258479744371e-07,-1.1270821216177163e-08,-2.8730946332474916e-07,-2.0929387640981948e-05
21,3.320371747896135e-08,0.04916060837871798,0.04999579355272352,-1.5483709871163662e-05,-6.0435744118890034e-05,-6.26790138129254e-05,-0.0003965676005464047,-6.123420348558284e-07,-1.1635173816729591e-08,-3.8652035953145936e-07,-2.2863189478566688e-05
22,3.4352737610981444e-08,0.04906035389531666,0.04999612914835076,-1.4172178321159189e-05,-5.565931425995427e-05,-6.742092322060615e-05,-0.00037873003748245537,-5.384532641983242e-07,-1.175639538360671e-08,-4.996663203498112e-07,-2.4795204064817204e-05
23,3.554477144052931e-08,0.04895702043013842,0.04999643795554286,-1.283884800271762e-05,-5.12742891641066e-05,-7.20902761213026e-05,-0.0003621410287450999,-4.7378088652294537e-07,-1.1651260732555374e-08,-6.261078039182488e-07,-2.6720670473289127e-05
24,3.678542059584639e-08,0.04885080816902476,0.04999672127644417,-1.150965871338683e-05,-4.728867512608365e-05,-7.66637093643486e-05,-0.0003467690839897841,-4.1727258803803124e-07,-1.1345710897865828e-08,-7.651202548543881e-07,-2.863659737233863e-05
25,3.8080164761685286e-08,0.04874211040298522,0.04999698051819408,-1.0207710591209471e-05,-4.3694316116973966e-05,-8.112005760317238e-05,-0.00033273219014517963,-3.6297493011261395e-07,-1.0874110902836132e-08,-9.159289515073345e-07,-3.054145484922005e-05
26,3.9434642223182535e-08,0.04863150703633896,0.04999721715673575,-8.952774334368992e-06,-4.047257093142052e-05,-8.543971995615202e-05,-0.0003200211504008621,-3.128159846710332e-07,-1.028060549970181e-08,-1.0777070624132287e-06,-3.243486603615518e-05
27,4.085467070126602e-08,0.04851969991667168,0.04999743271230894,-7.761136201144998e-06,-3.759807165967547e-05,-8.960782809190603e-05,-0.00030856693047098815,-2.675284633824049e-07,-9.597424453000598e-09,-1.2496003031002286e-06,-3.431732014775792e-05
28,4.234583592446391e-08,0.04840728431391142,0.04999762871152203,-6.645154875499515e-06,-3.504205527534581e-05,-9.361410384364046e-05,-0.00029830713174305856,-2.2643500585672882e-07,-8.847516578985472e-09,-1.4307344180853784e-06,-3.6189926395200875e-05
29,4.3913726751111036e-08,0.04829478200189805,0.0499978066482879,-5.613727382487422e-06,-3.277547511503482e-05,-9.745137641693127e-05,-0.0002891389303840697,-1.9051900324029702e-07,-8.048679972471931e-09,-1.6202635387677787e-06,-3.805421912215737e-05
30,4.5563984645892896e-08,0.048182684383079606,0.049997967959425134,-4.6728671058014035e-06,-3.076976011356531e-05,-0.0001011151715020542,-0.0002809527504723519,-1.5940440789563581e-07,-7.216162049557564e-09,-1.8173919055759971e-06,-3.99119895699262e-05
31,4.7302520025238865e-08,0.04807147993647108,0.049998114010401114,-3.825972989276981e-06,-2.8997487530548342e-05,-0.00010460273594215216,-0.00027360752574168146,-1.3363691664380895e-07,-6.363716099755523e-09,-2.021384715745168e-06,-4.176515902909377e-05
32,4.9135630224269216e-08,0.047961677290347185,0.04999824608758432,-3.0741851369529337e-06,-2.7433227457174596e-05,-0.00010791231058115665,-0.00026698291185311973,-1.1231708185732714e-07,-5.505680577469547e-09,-2.2315733230383094e-06,-4.361568485399139e-05
33,5.1070059645528285e-08,0.04785380856157279,0.049998365395005455,-2.4167086176310555e-06,-2.6053384023039174e-05,-0.00011104351461753949,-0.0002609434013720602,-9.50600096416565e-08,-4.656787079545471e-09,-2.4473534787373224e-06,-4.5465490012352816e-05
34,5.311327500106808e-08,0.047748459169118435,0.04999847305343618,-1.8510025387559532e-06,-2.483644993045107e-05,-0.00011399602487411118,-0.0002553669037297368,-8.158519904100103e-08,-3.832185536660451e-09,-2.668178618111413e-06,-4.7316421381385465e-05
35,5.5273373947512665e-08,0.047646238320957025,0.04999857010171864,-1.3732352214555049e-06,-2.376315725069625e-05,-0.00011677005053959932,-0.00025016561266966164,-7.07136607047687e-08,-3.047856209458776e-09,-2.8935556451516384e-06,-4.917021269621343e-05
36,5.755923184539282e-08,0.047547770690984065,0.049998657499556565,-9.784748557595236e-07,-2.2815718058777963e-05,-0.00011936584152074216,-0.0002452443295624107,-6.221922177473971e-08,-2.3209774975612677e-09,-3.123037745107119e-06,-5.1028453460226284e-05
37,5.998063625032947e-08,0.04745368009877549,0.049998736131133134,-6.610296710419026e-07,-2.1978165403825014e-05,-0.00012178388496700739,-0.00024053508241195232,-5.574690575826935e-08,-1.6663872485434783e-09,-3.3562156223253156e-06,-5.2892604655109e-05
38,6.254840488113939e-08,0.04736456880025005,0.04999880680903175,-4.145092906923091e-07,-2.1237398685022035e-05,-0.00012402486663120588,-0.00023598810366820544,-5.062418040324701e-08,-1.100550830377096e-09,-3.5927125533565175e-06,-5.4763967895150154e-05
39,6.527420384908362e-08,0.04728101141495211,0.04999887027797431,-2.3221847227572568e-07,-2.057961515260842e-05,-0.00012608933204761273,-0.0002315783203812316,-4.652206797572944e-08,-6.379262205487457e-10,-3.832179300284821e-06,-5.664367220038654e-05
40,6.817099432313804e-08,0.04720347832603288,0.04999892721930089,-1.0725312178566367e-07,-1.999432220402042e-05,-0.00012797779123575843,-0.00022721009736415,-4.419788979248551e-08,-2.924774691781903e-10,-4.074287064027769e-06,-5.85326856121636e-05
41,7.125270920800098e-08,0.047132500157398186,0.04999897825555266,-3.2701832278065435e-08,-1.9470825438751383e-05,-0.0001296907982768887,-0.0002229271485703066,-4.181726964702648e-08,-7.662301409265932e-11,-4.31872670163289e-06,-6.0431768082342504e-05
42,7.45346038396125e-08,0.047068424633002905,0.049999023954980654,-1.7708087747160405e-09,-1.899926304496637e-05,-0.00013122877329061844,-0.0002186388010159135,-4.1066780198661945e-08,-1.1896224018432832e-12,-4.565202945760681e-06,-6.23414900527031e-05
43,7.803343305950914e-08,0.04701161730647904,0.049999064835850926,-7.867322735201161e-09,-1.857183622003531e-05,-0.00013259273586536957,-0.0002143524616258219,-4.063472403004198e-08,-7.526092109559512e-11,-4.813429678755178e-06,-6.426223179077226e-05
44,8.176736582982332e-08,0.04696234234873516,0.04999910137009759,-4.472882352070592e-08,-1.8180535593091798e-05,-0.00013378317177398973,-0.00021009286865592003,-4.020614241539988e-08,-3.054886186141809e-10,-5.063132082471995e-06,-6.619414446499007e-05
45,8.575608973749047e-08,0.046920747703475256,0.04999913398746521,-1.0646703867393102e-07,-1.7817939086317178e-05,-0.00013480087856606302,-0.00020580657292157412,-4.092971650493382e-08,-6.968088379196286e-10,-5.314043641708174e-06,-6.813715926906522e-05
46,9.002122037008803e-08,0.046886944593241595,0.04999916307949795,-1.8763336241370795e-07,-1.7477967534411756e-05,-0.00013564673857051628,-0.000201502421987243,-4.185061186490202e-08,-1.251916954192462e-09,-5.56590449699178e-06,-7.009098258434686e-05
47,9.458615558588483e-08,0.046860962871347105,0.04999918900287899,-2.832421573155033e-07,-1.7154427205144265e-05,-0.00013632162194917796,-0.0001972052123164758,-4.2783934617318664e-08,-1.9713212678098303e-09,-5.818462717618281e-06,-7.205507146435927e-05
48,9.94763706364831e-08,0.04684273940191028,0.04999921208298991,-3.8876907197202957e-07,-1.684172905371992e-05,-0.00013682695097659952,-0.000192886553122662,-4.443978696144768e-08,-2.8533366992653037e-09,-6.071471531277351e-06,-7.402862429966375e-05
49,1.047196400273752e-07,0.04683215160177457,0.04999923261655559,-5.002377238507018e-07,-1.653460059365552e-05,-0.00013716384578286292,-0.00018856242240872234,-4.627188232575463e-08,-3.895482904465152e-09,-6.324690095260263e-06,-7.601057376295625e-05
50,1.103461011693193e-07,0.04682902969088962,0.049999250874369926,-6.141240691222816e-07,-1.6228366982057062e-05,-0.00013733346965465998,-0.00018423965957481414,-4.841542278199995e-08,-5.089976811157818e-09,-6.5778856053193995e-06,-7.799954914238796e-05
51,1.1638841050820117e-07,0.04683314821482932,0.04999926710430525,-7.273307921637478e-07,-1.5917612458133122e-05,-0.00013733760460582162,-0.0001799145102268085,-5.084857690462741e-08,-6.429928795536579e-09,-6.830830766603119e-06,-7.999389099828251e-05
52,1.2288270973622289e-07,0.046844209356416505,0.049999281533356685,-8.372906402949541e-07,-1.559925528517664e-05,-0.0001371777547018801,-0.00017559451225679368,-5.3723280046824584e-08,-7.906494112440785e-09,-7.08330412225582e-06,-8.199166925813258e-05
53,1.2986788310512895e-07,0.046861913219877725,0.04999929436980294,-9.418109954791966e-07,-1.526941547592369e-05,-0.00013685641318811933,-0.00017133288201875985,-5.5863676351464164e-08,-9.509590958293242e-09,-7.335092997401987e-06,-8.399064037393242e-05
54,1.373865107791237e-07,0.04688582236637315,0.049999305804774234,-1.0391854771954222e-06,-1.4924613405740232e-05,-0.0001363752925226797,-0.000167097503435798,-5.928917445885418e-08,-1.1227270993757015e-08,-7.585994365129681e-06,-8.598823209768408e-05
55,1.45484641448832e-07,0.04691556291952492,0.04999931601383009,-1.127995706145871e-06,-1.4561489742477819e-05,-0.00013573673696048395,-0.00016289635095745325,-6.291951848425015e-08,-1.3046459805799192e-08,-7.835812891640706e-06,-8.798153143418984e-05
