frame,x,y
0,0.0001436033203019467,2.9338798731068823e-05
1,0.00053351045247427,0.00011254175197081792
2,0.0010870323727731484,0.00023816552599017452
3,0.0017104422501649551,0.000398269553864112
4,0.0023328773103937655,0.0005912598106922235
5,0.0029232076673091677,0.0008158067289850265
6,0.0034617493764588065,0.001069926593486068
7,0.0039344445226383905,0.001351815641814824
8,0.00433146353811611,0.001659900237033945
9,0.004646582699268482,0.0019926604338941323
10,0.004876761599673011,0.002348348292346157
11,0.005021500890850262,0.002725000741463828
12,0.0050821396156510235,0.003120542415272328
13,0.005061233340395847,0.003532866184432739
14,0.0049620931048449625,0.003959908006360348
15,0.004788463828740627,0.004399692570686536
16,0.004544310595356698,0.004850356094941505
17,0.004233678016233646,0.005310152695323839
18,0.003860598662255454,0.005777452229679942
19,0.0034290222481532886,0.006250736726236222
20,0.0029427675150185094,0.006728595279889785
21,0.0024054920902007813,0.007209716044354113
22,0.001820686911044856,0.007692881044183366
23,0.001191671281024636,0.008176962388858589
24,0.0005215838982415919,0.00866091926165246
25,-0.00018662677071703586,0.009143794828727032
26,-0.0009302075730903194,0.009624711864555529
27,-0.0017066084732015635,0.010102870186199089
28,-0.002513485221739135,0.01057754711371198
29,-0.0033486939520713695,0.011048094439537963
30,-0.004210288495304575,0.011513935382529247
31,-0.005096513676006712,0.011974560193177889
32,-0.0060057869447390794,0.012429519481550182
33,-0.006936689082029944,0.012878423750426521
34,-0.007887949999372519,0.013320943072691781
35,-0.008858418356241514,0.013756799648611259
36,-0.00984704612748802,0.014185761572170713
37,-0.010852886903652858,0.01460763787536174
38,-0.01187508166171324,0.015022278831666227
39,-0.01291284151779577,0.015429576223038094
40,-0.013965437807506434,0.015829458977717308
41,-0.01503219333962016,0.016221889386916485
42,-0.016112473757012153,0.016606860560632302
43,-0.017205680989803213,0.016984394005542986
44,-0.018311247200612907,0.01735453697503566
45,-0.019428629851696015,0.017717360029015836
46,-0.02055730769907485,0.018072954717533153
47,-0.02169677664145129,0.018421431001632203
48,-0.02284654587268864,0.01876291535692192
49,-0.024006135255271652,0.019097548053653712
50,-0.02517507497993409,0.019425480051387254
51,-0.02635290741857169,0.019746873805690405
52,-0.027539182922127824,0.02006190159489307
53,-0.028733452871615335,0.020370742476860937
54,-0.029935272976968064,0.02067357911208959
55,-0.031144204475335113,0.020970594816074266
56,-0.0323598099795172,0.02126197041712568
57,-0.033581660925548866,0.02154788571695843
58,-0.03480933942739187,0.021828519999964123
59,-0.03604242672894656,0.02210404895149213
60,-0.03728050243129316,0.02237464026975108
61,-0.03852315484811045,0.022640451575620828
62,-0.039769980272277614,0.022901630786799604
63,-0.04102057647409807,0.023158314578378122
64,-0.042274544301964534,0.02341062610047594
65,-0.04353148998239368,0.02365867136272593
66,-0.04479102365799966,0.02390253911933407
67,-0.04605275931425895,0.024142299601086045
68,-0.04731631404782866,0.024378003154210993
69,-0.04858130586585659,0.024609678394398364
70,-0.04984735143205277,0.024837328436820374
71,-0.051114072079143744,0.02506093328959783
72,-0.052381091914562174,0.025280450162928896
73,-0.05364802595129813,0.025495811943870163
74,-0.05491447787675824,0.025706922809404842
75,-0.05618004677643978,0.025913658051898818
76,-0.05744432454388528,0.026115867075955927
77,-0.05870688462172091,0.026313373102891054
78,-0.05996727960448282,0.026505974327769667
79,-0.0612250404458144,0.026693442420490838
80,-0.06247966948842654,0.026875525373564718
