epoch,frame,episode_length,mean_length,reward,robot_height,ori_w,ori_x,ori_y,ori_z,grav_x,grav_y,grav_z,lin_vel_x,lin_vel_y,lin_vel_z,ang_vel_x,ang_vel_y,ang_vel_z,joint_angle_1,joint_angle_2,joint_angle_3,joint_angle_4,joint_angle_5,joint_angle_6,joint_angle_7,joint_angle_8,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,mpc_sol_com_pos_x,mpc_sol_com_pos_y,mpc_sol_com_pos_z,mpc_sol_com_vel_x,mpc_sol_com_vel_y,mpc_sol_com_vel_z,mpc_sol_com_acc_x,mpc_sol_com_acc_y,mpc_sol_com_acc_z,mpc_sol_pl_pos_x,mpc_sol_pl_pos_y,mpc_sol_pl_pos_z,mpc_sol_pl_vel_x,mpc_sol_pl_vel_y,mpc_sol_pl_vel_z,mpc_sol_pl_acc_x,mpc_sol_pl_acc_y,mpc_sol_pl_acc_z,mpc_sol_pr_pos_x,mpc_sol_pr_pos_y,mpc_sol_pr_pos_z,mpc_sol_pr_vel_x,mpc_sol_pr_vel_y,mpc_sol_pr_vel_z,mpc_sol_pr_acc_x,mpc_sol_pr_acc_y,mpc_sol_pr_acc_z,mpc_sol_theta,mpc_sol_omega,mpc_sol_alpha,prev_action_1,prev_action_2,prev_action_3,prev_action_4,prev_action_5,prev_action_6,prev_action_7,prev_action_8,user_cmd_vx,user_cmd_omega,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8
0,10,128,128.0,0.0003511793410528,0.39713088,0.9997098,0.015183631,0.01807779,0.00479835,-0.035999432,0.03053169,0.99888533,-0.046783175,-0.0022015746,0.13807237,-5.9736614,-0.76422846,16.21706,-0.030282773,0.4339986,-0.9675235,0.016658995,-0.030904893,0.50597906,-1.026094,-0.10369325,-2.0087729,-7.6427436,2.7486992,5.438953,-2.0254304,-1.0204275,-1.0673205,-9.138017,0.004231355,-0.000232997,0.39712784,-0.02270059,-0.017818104,0.096598886,0.14454615,0.37802765,-1.8421026,0.0016820654,0.28359905,-0.0019546729,0.31133717,0.009720913,0.080528185,-22.227886,-0.31830093,-10.121488,-0.0076196915,-0.28371266,-0.0016865208,-0.5597767,-0.0097458735,0.08141764,26.184242,0.7043721,-10.121488,-0.016397059,-1.5357808,85.352325,-0.980708,-1.0,1.0,1.0,0.9999997,-0.9946345,-1.0,-1.0,0.0,0.0,-0.9307797,-1.0,1.0,1.0,0.9999998,-0.99351513,-1.0,-1.0
0,11,128,128.0,5.246328524034283e-06,0.39733985,0.99958223,0.017179018,0.022492893,0.0058601587,-0.044765744,0.034607016,0.9983979,-0.05925484,-0.0035813574,0.1504988,-5.682736,-0.87277323,15.536281,-0.034278225,0.41773036,-0.9618198,0.028381582,-0.034918513,0.50332665,-1.0279924,-0.12236416,-1.986812,-8.627465,2.9588425,6.2820697,-1.9883541,-1.6318612,-0.83051896,-9.535099,0.0041866866,-0.0002732674,0.3973376,-0.022265332,-0.018831296,0.09879859,0.14222966,0.39136916,-2.2678664,0.002597328,0.28363326,-0.0017570985,0.3741664,0.011487463,0.08010586,-24.764063,-0.3798276,-9.657668,-0.008910357,-0.28372845,-0.0015069947,-0.5779551,-0.008789062,0.07441876,28.146902,0.7165614,-9.657668,-0.020283157,-1.6784047,93.272606,-0.9307797,-1.0,1.0,1.0,0.9999998,-0.99351513,-1.0,-1.0,0.0,0.0,-0.8720237,-0.9999999,1.0,1.0,0.99999994,-0.98915625,-1.0,-1.0
0,12,128,128.0,-0.0003138721942435,0.39755303,0.99941415,0.019136125,0.027494522,0.0070168474,-0.05468843,0.038635455,0.9977557,-0.0712791,-0.00519039,0.16142017,-5.3859563,-1.0515811,15.126247,-0.038228847,0.3995491,-0.95571405,0.041739963,-0.03883718,0.49951163,-1.0294747,-0.14175081,-1.9641316,-9.55584,3.1501474,7.0755405,-1.9308367,-2.1832485,-0.6503915,-9.854418,0.0041432655,-0.00031594775,0.3975511,-0.021708546,-0.019957375,0.100303836,0.1396053,0.40297824,-2.655463,0.0036334079,0.28367624,-0.0015625268,0.432494,0.014645937,0.07958874,-27.064758,-0.4232319,-9.197619,-0.010232583,-0.28374097,-0.0013428519,-0.5923573,-0.00866225,0.06757501,29.881645,0.6980766,-9.197619,-0.024436304,-1.8062814,100.373245,-0.8720237,-0.9999999,1.0,1.0,0.99999994,-0.98915625,-1.0,-1.0,0.0,0.0,-0.81953394,-0.99999976,1.0,1.0,0.99999994,-0.98124796,-1.0,-1.0
0,13,128,128.0,-0.0006105109310109,0.39776918,0.999198,0.021046717,0.033044137,0.0082694385,-0.065687396,0.04260581,0.99693024,-0.08282796,-0.007181777,0.17134063,-5.1292186,-1.1743243,14.316345,-0.042122897,0.37955663,-0.9491974,0.056604877,-0.04264851,0.494609,-1.0305648,-0.16175324,-1.9303743,-10.43849,3.3697603,7.7884693,-1.880379,-2.7188122,-0.44007948,-10.149421,0.004101215,-0.00036102798,0.39776823,-0.021070674,-0.021124568,0.101521425,0.13636777,0.4121392,-3.0291426,0.0047826315,0.2837232,-0.0013677,0.4870176,0.016802955,0.07973323,-29.161913,-0.44682765,-8.941366,-0.011578568,-0.28373647,-0.0011851736,-0.603143,-0.004806636,0.06333041,31.41146,0.64966816,-8.941366,-0.028829591,-1.921166,106.75163,-0.81953394,-0.99999976,1.0,1.0,0.99999994,-0.98124796,-1.0,-1.0,0.0,0.0,-0.76949555,-0.9999995,1.0,1.0,1.0,-0.9618946,-1.0,-1.0
0,14,128,128.0,-0.0008879338267233,0.39798728,0.99892634,0.022904469,0.039102633,0.009618582,-0.07768087,0.046511758,0.99589276,-0.09395164,-0.00943686,0.17949452,-4.83046,-1.4581888,14.116124,-0.045957245,0.3578578,-0.9422697,0.07286668,-0.046340037,0.48870477,-1.0313025,-0.18227625,-1.9044917,-11.262684,3.5615795,8.472587,-1.8118199,-3.1858187,-0.29557565,-10.376543,0.0040608332,-0.00040912165,0.3979863,-0.020305892,-0.022499012,0.10185391,0.13348879,0.42282516,-3.3495934,0.006036342,0.2837875,-0.0011768219,0.53764284,0.022979036,0.07910395,-31.065027,-0.44823533,-8.534786,-0.01294394,-0.28373173,-0.0010428941,-0.6114523,-0.005381276,0.057454348,32.766453,0.57378435,-8.534786,-0.03343845,-2.0243268,112.47827,-0.76949555,-0.9999995,1.0,1.0,1.0,-0.9618946,-1.0,-1.0,0.0,0.0,-0.7618647,-0.9999993,1.0,1.0,1.0,-0.9384664,-1.0,-1.0
0,15,128,128.0,-0.0011459429462974,0.398207,0.9985914,0.024707166,0.045631133,0.011067533,-0.09058704,0.05035458,0.9946147,-0.104549855,-0.012287725,0.18701217,-4.5646887,-1.6704403,13.642875,-0.04974447,0.33455494,-0.9349414,0.090440445,-0.049898025,0.48191082,-1.0317682,-0.20321736,-1.8834287,-12.042607,3.7702773,9.100576,-1.7468425,-3.6086287,-0.16794413,-10.567498,0.0040221745,-0.0004608716,0.39820647,-0.019481236,-0.024159595,0.10222513,0.13010047,0.43616977,-3.673657,0.007389381,0.28385797,-0.0009824772,0.5854235,0.026877576,0.08003954,-32.81916,-0.42891097,-8.406449,-0.01432275,-0.28370798,-0.0009035126,-0.6171205,-0.0015988927,0.054465335,33.971893,0.472246,-8.406449,-0.038244285,-2.1180122,117.677734,-0.7618647,-0.9999993,1.0,1.0,1.0,-0.9384664,-1.0,-1.0,0.0,0.0,-0.7487302,-0.9999987,1.0,1.0,1.0,-0.88664174,-1.0,-1.0
0,16,128,128.0,-0.001381992014232,0.39842752,0.99818623,0.026456358,0.052584346,0.012616461,-0.10431062,0.05414337,0.9930699,-0.11465836,-0.0155892875,0.19339383,-4.223692,-1.8400083,13.134142,-0.053495467,0.3097453,-0.9271779,0.10921781,-0.053330865,0.47432616,-1.0319918,-0.22451761,-1.8682268,-12.770228,3.9984388,9.675366,-1.6865311,-3.9765754,-0.05340517,-10.735565,0.0039854227,-0.0005169429,0.39842737,-0.018574828,-0.026127413,0.10221373,0.12691684,0.4536351,-3.9744644,0.008835092,0.2839407,-0.0007864661,0.63023126,0.032238852,0.08103506,-34.428093,-0.38769594,-8.301516,-0.015711736,-0.2836695,-0.00076949527,-0.6209375,0.0016631269,0.051790845,35.046883,0.3474348,-8.301516,-0.043228805,-2.202959,122.39112,-0.7487302,-0.9999987,1.0,1.0,1.0,-0.88664174,-1.0,-1.0,0.0,0.0,-0.74952567,-0.9999976,1.0,1.0,1.0,-0.78606,-1.0,-1.0
0,17,128,128.0,-0.001589027310431,0.3986479,0.99770504,0.02815609,0.059903145,0.014265668,-0.118728265,0.057891723,0.9912377,-0.12409474,-0.019261211,0.19856505,-3.7487333,-1.8529857,12.59704,-0.057226162,0.28354502,-0.91892624,0.129087,-0.056653645,0.4660798,-1.0319943,-0.2461498,-1.8629917,-13.43437,4.2606363,10.1910515,-1.6365569,-4.270135,0.0528437,-10.899105,0.003950778,-0.0005777456,0.39864817,-0.017573819,-0.028327659,0.10181397,0.12412499,0.4748727,-4.250606,0.010367784,0.28403875,-0.0005892204,0.67229706,0.039112397,0.081896275,-35.914627,-0.32509077,-8.18837,-0.017109418,-0.28361717,-0.00064123166,-0.6237154,0.0043323697,0.049119275,36.024017,0.2025792,-8.18837,-0.04837868,-2.280937,126.71665,-0.74952567,-0.9999976,1.0,1.0,1.0,-0.78606,-1.0,-1.0,0.0,0.0,-0.7703256,-0.9999955,1.0,1.0,1.0,-0.5664203,-1.0,-1.0
0,18,128,128.0,-0.001758647729116,0.39886707,0.9971452,0.029817475,0.06749667,0.01601876,-0.13365296,0.06162676,0.98911023,-0.13255131,-0.022994077,0.2024741,-2.8765666,-1.952327,11.560211,-0.060965203,0.25611973,-0.91010994,0.14992952,-0.059892874,0.45739532,-1.0318233,-0.26812336,-1.8766514,-13.995605,4.5636477,10.648135,-1.6029224,-4.4146433,0.11991087,-11.076778,0.003918557,-0.0006430202,0.39886814,-0.016435329,-0.030518495,0.10107531,0.121720895,0.497166,-4.504267,0.011981812,0.28415632,-0.00039387148,0.711695,0.04785136,0.08181191,-37.30064,-0.24156952,-7.9946613,-0.018516975,-0.28355277,-0.0005202519,-0.6265491,0.006139107,0.046104267,36.94241,0.041273836,-7.9946613,-0.053685002,-2.3538857,130.76228,-0.7703256,-0.9999955,1.0,1.0,1.0,-0.5664203,-1.0,-1.0,0.0,0.0,-0.81087357,-0.9999885,1.0,1.0,1.0,0.057308245,-1.0,-1.0
0,19,128,128.0,-0.0018432064995491,0.39908358,0.99651337,0.03146641,0.07517229,0.01789294,-0.14869474,0.06540328,0.98671794,-0.13917272,-0.026959438,0.20415686,-0.49679852,-2.4322813,9.2059355,-0.06476766,0.22783522,-0.90066636,0.1716472,-0.06305943,0.44891936,-1.0318263,-0.29031935,-1.926891,-14.292404,4.884948,11.068189,-1.56353,-4.0607643,-0.12300094,-11.119412,0.0038891768,-0.0007129333,0.39908528,-0.015109678,-0.03275673,0.09964,0.12040796,0.52314824,-4.7117596,0.013671795,0.28429762,-0.00020468257,0.74848825,0.058568425,0.0801191,-38.624573,-0.13816625,-7.7330737,-0.01994058,-0.2834753,-0.0004048711,-0.63134867,0.007843633,0.043611623,37.872677,-0.13137297,-7.7330737,-0.059148088,-2.4252522,134.72023,-0.81087357,-0.9999885,1.0,1.0,1.0,0.057308245,-1.0,-1.0,0.0,0.0,-0.8797184,-0.9999383,1.0,1.0,1.0,0.8985101,-1.0,-1.0
0,20,128,128.0,-0.0017448523894265,0.3992964,0.9958303,0.033145875,0.08262304,0.019921022,-0.163237,0.069307335,0.98414946,-0.14082289,-0.03191926,0.20112248,2.5680423,-3.1170044,6.2593975,-0.068720445,0.19929953,-0.8905823,0.1941811,-0.06613201,0.44181603,-1.032761,-0.31238806,-2.0275595,-14.245821,5.20158,11.466213,-1.5089438,-3.0423098,-0.81146175,-10.949798,0.0038622576,-0.00078654604,0.39929855,-0.013848659,-0.034690313,0.09768024,0.12030561,0.5540397,-4.882966,0.015433377,0.28446537,-2.3125736e-05,0.7826544,0.07082717,0.07589002,-40.100613,-0.019083742,-8.255946,-0.021415079,-0.28334543,-0.00024560644,-0.6476072,0.021364,0.056206774,39.168213,-0.29251692,-8.255946,-0.06482443,-2.5129173,139.58723,-0.8797184,-0.9999383,1.0,1.0,1.0,0.8985101,-1.0,-1.0,0.0,0.0,-0.90064913,-0.99967617,0.99999994,1.0,1.0,0.9924645,-1.0,-1.0
0,21,128,128.0,-0.00166726959207,0.39949343,0.9951141,0.034890216,0.089672215,0.022124823,-0.17692459,0.07341162,0.98148274,-0.13595706,-0.038287193,0.19233982,2.4846756,-2.9377933,6.1821637,-0.073024504,0.1704647,-0.8789195,0.216993,-0.06910606,0.43678495,-1.0351034,-0.33402345,-2.2684503,-14.560734,6.392946,11.384885,-1.4645481,-1.989727,-1.5241194,-10.680342,0.0038371666,-0.0008630112,0.39950728,-0.012816604,-0.036229502,0.09534507,0.121783406,0.59271896,-5.0270452,0.017261947,0.28465983,0.0001530749,0.81402713,0.08378979,0.069538005,-41.82344,0.11780259,-10.052338,-0.022979064,-0.28311276,1.6239172e-05,-0.6795094,0.052430484,0.09130141,40.992016,-0.43495166,-10.052338,-0.07077939,-2.6249604,145.81435,-0.90064913,-0.99967617,0.99999994,1.0,1.0,0.9924645,-1.0,-1.0,0.0,0.0,-0.75774235,-0.99948627,1.0,1.0,1.0,0.99028724,-1.0,-1.0
0,22,128,128.0,-0.0075996726571756,0.3996691,0.99437124,0.036673993,0.09633289,0.024511775,-0.18979059,0.077646926,0.97874945,-0.13099156,-0.043274414,0.18411073,1.8504685,-2.463577,6.7458863,-0.077714205,0.14103146,-0.86502945,0.23962215,-0.07174356,0.43368775,-1.0385807,-0.3550346,-2.3785675,-14.76646,7.2400246,11.394626,-1.1171582,-1.1396079,-1.8886231,-10.331084,0.0038134286,-0.0009482343,0.3996889,-0.012013025,-0.039463695,0.0864082,0.13438983,0.6716074,-4.7413445,0.019101646,0.28474706,3.366447e-05,0.8272252,0.05760264,-0.021578263,-43.03415,0.31450522,-7.267628,-0.024619244,-0.28278297,0.0003631336,-0.71295786,0.08521969,0.13786177,42.571117,-0.5981847,-7.267628,-0.07690867,-2.713001,150.7142,-0.75774235,-0.99948627,1.0,1.0,1.0,0.99028724,-1.0,-1.0,0.0,0.0,-0.96779037,-0.999777,1.0,1.0,1.0,0.99916536,-1.0,-1.0
0,23,128,128.0,-0.0015333180051542,0.3998441,0.99360657,0.038454346,0.102631144,0.02709465,-0.20186697,0.08197926,0.975976,-0.12645449,-0.05185588,0.17970578,1.8729612,-4.6873574,8.265326,-0.082489856,0.111677594,-0.8506089,0.2629488,-0.073598616,0.43223682,-1.0426755,-0.37534198,-2.4018655,-14.598836,7.202356,11.92546,-0.73736644,-0.31323624,-2.204472,-9.977173,0.0037888768,-0.0010281899,0.3998475,-0.012049807,-0.038411196,0.07656554,0.14567511,0.6958885,-4.370617,0.020988125,0.28481087,-0.0001718364,0.84511334,0.050206527,-0.06805809,-44.84672,0.5189734,-3.443319,-0.02638708,-0.28214282,0.00061475707,-0.7626084,0.18889049,0.12315188,44.97339,-0.73036057,-3.443319,-0.083388716,-2.8459032,158.11237,-0.96779037,-0.999777,1.0,1.0,1.0,0.99916536,-1.0,-1.0,0.0,0.0,-0.99143475,-0.9999296,1.0,1.0,1.0,0.99980086,-1.0,-1.0
