frame,reward_tracking_lin_vel,reward_tracking_ang_vel,reward_tracking_height,cost_lin_vel_z,cost_ang_vel_xy,cost_joint_velocity,cost_action_nn,cost_action_rate,cost_feet_slip,cost_leg_base_angle,cost_delta_com_feet_velocity,cost_orientation
180,0.17712558425109357,0.4878761018463391,0.9999993105830287,-1.6334407677188174e-06,-0.0013487807862932434,-0.00012211502627865593,-0.001650801976211369,-3.0606779546360485e-06,-1.547963071598207e-05,-2.0107276704201337e-06,-0.005516436918313629,-0.043819360955193926
181,0.18190284077666705,0.48932742811737007,0.9999993038312068,-1.579397647543945e-06,-0.001391753967825211,-0.00012596277807003082,-0.0016646692529320717,-2.8723475224978756e-06,-1.6467768439677294e-05,-2.356106809547345e-06,-0.005675430960710314,-0.04294725806701611
182,0.18675135632871695,0.49071836650480555,0.9999992972633232,-1.5257006082581015e-06,-0.0014325507499338547,-0.0001298185568835075,-0.0016813541296869516,-2.7179189601156395e-06,-1.747830616507637e-05,-2.7432694442333595e-06,-0.005834185861318227,-0.04207478937059383
183,0.1916685128774,0.492038204048796,0.9999992909294239,-1.4725193572814774e-06,-0.0014708551792908166,-0.00013368537943855737,-0.0017005210975185037,-2.594374791442533e-06,-1.8509555749508816e-05,-3.175546458606226e-06,-0.0059927354270970816,-0.04120296132712856
184,0.19665169085916592,0.4932773244650646,0.9999992848779995,-1.420054917990989e-06,-0.0015063679014331046,-0.000137566384079508,-0.0017218233551830053,-2.5042872948688455e-06,-1.955976895492939e-05,-3.6564406550640937e-06,-0.006151117660239654,-0.04033278208975301
185,0.2016981224306,0.4944272859764922,0.9999992791562371,-1.36848352918501e-06,-0.0015387984244141974,-0.00014146449548941095,-0.0017450122395530343,-2.4445814688078826e-06,-2.0627078560244513e-05,-4.189637689899936e-06,-0.006309359612625472,-0.039465256640924665
186,0.2068050353065086,0.4954809042058786,0.9999992738102441,-1.3180329589072918e-06,-0.0015678701374526153,-0.00014538263161186852,-0.0017702535260468721,-2.4334510726475855e-06,-2.1709688333278053e-05,-4.77901767906641e-06,-0.006467501719180214,-0.03860137703274956
187,0.21196943467332643,0.49643224318095663,0.9999992688840793,-1.2687592057206279e-06,-0.0015933589830830187,-0.00014932079064007653,-0.0017952029593288898,-2.3732879981253063e-06,-2.280517585727886e-05,-5.428667457850504e-06,-0.0066254852280865925,-0.03774212289970422
188,0.21718877623338215,0.497276412767484,0.9999992644239208,-1.22106386587394e-06,-0.0016149853404724846,-0.00015328232339199106,-0.001822222606278956,-2.3958314159244765e-06,-2.3911718926493175e-05,-6.142897192304983e-06,-0.006783344325163518,-0.03688845506589967
189,0.22246007873188006,0.49800982766856255,0.9999992604773777,-1.1750016985725888e-06,-0.0016326035209123415,-0.00015726722367662488,-0.0018489350331947207,-2.4119956378854113e-06,-2.502679079849533e-05,-6.9262562137806725e-06,-0.006941037081967975,-0.03604130620631079
190,0.22778041377229102,0.4986298059282283,0.9999992570921271,-1.1308739010195003e-06,-0.001645962924761169,-0.00016127692000235521,-0.0018765737768262625,-2.451442924211733e-06,-2.6148311912643914e-05,-7.783550309053516e-06,-0.007098527335682518,-0.03520157568423546
191,0.23314699912245415,0.49913479430425234,0.9999992543174187,-1.0887679458180898e-06,-0.001654981553250984,-0.0001653115877003161,-0.0019044681685045362,-2.4905939426389523e-06,-2.7273977296145694e-05,-8.719864069378269e-06,-0.0072557807769977715,-0.034370120254855877
192,0.23855707003777185,0.49952401400839475,0.9999992522017801,-1.0488335684310445e-06,-0.0016595688304178173,-0.0001693717953446589,-0.0019325085449963808,-2.539974275350687e-06,-2.8401689520889568e-05,-9.74058383471101e-06,-0.0074127583504534685,-0.03354775192979145
193,0.24400787033847965,0.49979740745338874,0.9999992507943612,-1.011241673650113e-06,-0.001659669158303672,-0.00017345845805777458,-0.0019616526551544666,-2.6358188733865973e-06,-2.9529253124755227e-05,-1.085142507825312e-05,-0.007569452257149563,-0.03273522843439829
194,0.2494964112962708,0.4999555023503201,0.999999250141607,-9.75936676312297e-07,-0.0016553187483337073,-0.00017756832614945455,-0.0019891452975571156,-2.631664983709925e-06,-3.065396024912135e-05,-1.2058457258922712e-05,-0.007725727671112579,-0.03193325362471518
195,0.2550203749546461,0.4999992525339667,0.9999992502902297,-9.431505321799416e-07,-0.0016465117928179274,-0.0001817013035003447,-0.0020172037184238434,-2.6749135031423066e-06,-3.177378279788316e-05,-1.3368136329354775e-05,-0.007881532002218038,-0.031142477828319394
196,0.2605772197042998,0.49992998032700975,0.9999992512877286,-9.128830889721291e-07,-0.0016333782415197237,-0.00018585461778864996,-0.002044229069724679,-2.7229971237829886e-06,-3.2886005374724866e-05,-1.4787337565209678e-05,-0.008036765327909633,-0.0303634930540752
197,0.26616439337199244,0.49974928832512855,0.9999992531812797,-8.853268695504664e-07,-0.001615961225752616,-0.00019002709179052722,-0.002071121707558632,-2.773466349026421e-06,-3.398844630166368e-05,-1.632339086443285e-05,-0.008191337065750818,-0.029596831402194705
198,0.2717793656451163,0.49945895242571836,0.9999992560179815,-8.604960222397987e-07,-0.0015944285956748633,-0.00019421677057952308,-0.002097811782732606,-2.818767370627029e-06,-3.507880128647931e-05,-1.7984125479746408e-05,-0.008345165106510542,-0.028842961345940322
199,0.27741976863344986,0.49906082480416714,0.9999992598410893,-8.384180371322568e-07,-0.001568983738402163,-0.00019842163574462055,-0.002124228049069643,-2.8594806735782186e-06,-3.615485438556292e-05,-1.9777914794931372e-05,-0.008498170158362892,-0.02810228854690915
200,0.2830832359120449,0.4985567600121004,0.9999992646896835,-8.190993936335952e-07,-0.0015398586146546376,-0.00020263915818336415,-0.0021503339521586895,-2.895881607400952e-06,-3.7214320607138866e-05,-2.1713728577911903e-05,-0.008650262267464546,-0.027375157370792942
201,0.28876750559807757,0.4979485615806363,0.9999992705980897,-8.02556935444208e-07,-0.00150731258798778,-0.00020686629940588793,-0.0021759921219199896,-2.9252491913211998e-06,-3.8254815401868466e-05,-2.3801186226716988e-05,-0.008801340631036117,-0.02666185285630205
202,0.2944704104843439,0.4972379701700184,0.9999992775960549,-7.888111601173924e-07,-0.0014716272776481689,-0.00021110013810726188,-0.0022011171095073223,-2.94782353194023e-06,-3.927400367597364e-05,-2.605061871091507e-05,-0.008951312846042584,-0.025962603781512363
203,0.3001897686949027,0.4964266284268958,0.999999285708087,-7.778701416569699e-07,-0.0014331034317385395,-0.00021533724242358862,-0.002225472591817379,-2.958935738206492e-06,-4.026985106255206e-05,-2.8473135697566353e-05,-0.009100062630359854,-0.025277586542030897
204,0.30592365518052567,0.49551610347395375,0.9999992949539795,-7.698391753111301e-07,-0.0013920471971260037,-0.0002195766171100901,-0.0022509009577333927,-3.025341356988065e-06,-4.124019371895421e-05,-3.108070518441374e-05,-0.009247565408998518,-0.024606924729736957
205,0.31166959419186524,0.49450770238725933,0.9999993053449568,-7.646028150036495e-07,-0.0013488220858787062,-0.00022381324631354072,-0.0022749658674001694,-3.0275521112343995e-06,-4.218243081521643e-05,-3.388623411159675e-05,-0.00939368211364521,-0.023950693852648156
206,0.3174257820154758,0.4934027340571219,0.9999993168842822,-7.622697632909262e-07,-0.0013037473268283672,-0.0002280447252633273,-0.002299416111782193,-3.036123416677583e-06,-4.309460183386084e-05,-3.690366128382476e-05,-0.009538339633795394,-0.023308928292750733
207,0.3231903527541786,0.4922021805617898,0.9999993295684191,-7.627975002839202e-07,-0.0012572204176478899,-0.000232267243215669,-0.0023231657687574625,-3.04937248074566e-06,-4.397424964882621e-05,-4.014806647771539e-05,-0.009681459459333477,-0.022681624725071865
208,0.32896129112479244,0.4909072461732753,0.9999993433852787,-7.662705368847323e-07,-0.0012095674489240667,-0.0002364773596823488,-0.0023467494174838066,-3.06252809423313e-06,-4.481908507477352e-05,-4.363578069898684e-05,-0.009822941800277736,-0.022068747086725248
209,0.334736728550162,0.48951893504406074,0.9999993583158667,-7.727460256981633e-07,-0.001161146210702726,-0.00024067179466389212,-0.002370172645896673,-3.0714738841197686e-06,-4.5626821506340926e-05,-4.7384518082637276e-05,-0.009962708659777086,-0.02147023085597922
210,0.3405147757153691,0.4880382690335165,0.9999993743329378,-7.822774018195357e-07,-0.001112309846724534,-0.00024484713028266456,-0.0023934971541166306,-3.079167981923092e-06,-4.639518973213612e-05,-5.141352316391965e-05,-0.010100680700966504,-0.02088598800030904
211,0.34629362144657944,0.48646626273859894,0.9999993914009434,-7.949443863330239e-07,-0.0010634079788562523,-0.000248999843444434,-0.0024167667143046856,-3.0810754196863854e-06,-4.71218682941648e-05,-5.574373437531324e-05,-0.010236778493195616,-0.02031591162833528
212,0.35207149505424284,0.4848040142651835,0.9999994094763164,-8.108311798696831e-07,-0.0010147832410991014,-0.0002531270385139378,-0.0024400982074439526,-3.0850533221382648e-06,-4.7804690439098105e-05,-6.039797220335399e-05,-0.010370944876869872,-0.019759881023571176
213,0.35784654608945915,0.48305268492773695,0.9999994285070026,-8.300227654296075e-07,-0.000966766138448694,-0.00025722543272312863,-0.0024635258596390486,-3.0840851650282275e-06,-4.8441420788250034e-05,-6.540115285306555e-05,-0.010503113332681809,-0.019217766613750895
214,0.3636170391256116,0.4812135677626478,0.999999448432809,-8.526329493854928e-07,-0.000919676455808305,-0.0002612920397576097,-0.0024870955385267735,-3.0815926947980188e-06,-4.902988311590276e-05,-7.078052540230387e-05,-0.01063322870845593,-0.018689434298486206
215,0.36938120621833415,0.47928815060602675,0.9999994691857835,-8.78773058228473e-07,-0.0008738205095730913,-0.00026532378013447626,-0.0025108729023486376,-3.072698518735706e-06,-4.95679273388341e-05,-7.656594522682094e-05,-0.010761235291676507,-0.018174749899563695
216,0.37513734429290313,0.47727813104353944,0.9999994906904734,-9.085764086760615e-07,-0.0008294891226297755,-0.0002693175623867409,-0.0025348993949592113,-3.0617254651588155e-06,-5.005343328786114e-05,-8.27901828936063e-05,-0.010887079795339719,-0.017673583631515728
217,0.38088379382744025,0.4751854722086358,0.9999995128648392,-9.42195267080434e-07,-0.0007869556064536241,-0.00027327083452714145,-0.0025591994635760784,-3.045856374228606e-06,-5.048441702755459e-05,-8.94892825558095e-05,-0.011010726959008543,-0.017185813846938163
218,0.3866188276197991,0.47301245816846865,0.9999995356204268,-9.797730701739503e-07,-0.0007464771016705934,-0.0002771808294125095,-0.00258387322537601,-3.026637614311767e-06,-5.0858941410192456e-05,-9.670297506404392e-05,-0.01113213691730706,-0.016711330716114678
219,0.39234080638387564,0.47076164302759244,0.9999995588627935,-1.0214758649203208e-06,-0.000708290577766923,-0.00028104527667457486,-0.0026088727172464132,-3.001350478371023e-06,-5.1175192916615744e-05,-0.00010447515268819227,-0.011251287391639712,-0.0162500398007718
220,0.3980480298764352,0.46843604091121777,0.9999995824921813,-1.0674661988745693e-06,-0.0006726132523117875,-0.0002848613115156321,-0.0026342631317675114,-2.9706395707762567e-06,-5.1431335166277235e-05,-0.00011285440707441721,-0.01136813907485959,-0.015801865011623163
221,0.40373897823808785,0.46603898354347373,0.9999996064045554,-1.1179408734855327e-06,-0.0006396423311864372,-0.0002886264024263661,-0.0026600733399391174,-2.937192220997531e-06,-5.162573102459184e-05,-0.00012189465298950324,-0.01148266563635086,-0.01536675149426894
222,0.4094120987004538,0.46357421125461196,0.9999996304927397,-1.1730965444463648e-06,-0.0006095524065555762,-0.0002923384724519427,-0.0026862279046326876,-2.894529870900442e-06,-5.1756916812453054e-05,-0.00013165587348605036,-0.011594855377483978,-0.014944667913834952
223,0.41506579383605763,0.4610459841666471,0.999999654646644,-1.2331203533780907e-06,-0.0005824974127027841,-0.0002959951128779572,-0.0027126919012516737,-2.847034238584456e-06,-5.1823507758062994e-05,-0.00014220497620500105,-0.011704688180910888,-0.014535608447063472
224,0.42069859215745276,0.45845896135158787,0.999999678754182,-1.298224221986744e-06,-0.0005586079245747496,-0.0002995945950035008,-0.0027395354118198156,-2.7939506708207773e-06,-5.182436183559028e-05,-0.00015361679536764542,-0.011812166502055198,-0.014139594464535839
225,0.42630894495334065,0.4558182628824426,0.9999997027020487,-1.3685980267116167e-06,-0.0005379923656393168,-0.0003031344603428267,-0.0027666313108056784,-2.73399109573802e-06,-5.1758406785790126e-05,-0.00016597526709146256,-0.011917272356690366,-0.013756675662357113
226,0.4318955002542886,0.4531294632685338,0.9999997263767824,-1.4444704264343409e-06,-0.0005207355754781167,-0.0003066124986028676,-0.002793933730572462,-2.6676084416976664e-06,-5.162479150005298e-05,-0.00017937481099852058,-0.012019997307540067,-0.013386930990586195
227,0.4374569005249224,0.4503986218986595,0.9999997496660822,-1.5260653356423195e-06,-0.0005068986112952193,-0.00031002705059054314,-0.0028213923797011375,-2.5974982236220967e-06,-5.142292173953942e-05,-0.00019392198241310597,-0.012120349786436516,-0.013030469270068535
228,0.4429917386934631,0.44763221984303814,0.9999997724590569,-1.6135762211636255e-06,-0.0004965181173018553,-0.0003133760436120159,-0.0028488526586443186,-2.518501560189179e-06,-5.115242086349215e-05,-0.00020973742783934052,-0.012218327285345823,-0.012687429165358116
229,0.44849877088058887,0.4448371687198587,0.9999997946471598,-1.7072320134734807e-06,-0.0004896076159531537,-0.00031665805988161674,-0.0028763210866600275,-2.4354317247343715e-06,-5.081317751789872e-05,-0.00022695823150072148,-0.012313949056342184,-0.012357978701973343
230,0.4539766584592591,0.4420207798354319,0.9999998161249273,-1.8072100069873123e-06,-0.000486156284531095,-0.00031987052356531256,-0.0029035848565399647,-2.34646313401754e-06,-5.040510064677384e-05,-0.00024574070582427196,-0.012407201097236161,-0.012042314549222624
231,0.459424341001773,0.43919073887327686,0.9999998367910473,-1.9137467286092993e-06,-0.0004861295528693706,-0.0003230116793450754,-0.002930503571406007,-2.252394551760517e-06,-4.9928541114999834e-05,-0.0002662637595967577,-0.012498094554361917,-0.01174066100348229
232,0.4648406839551919,0.4363550586437295,0.9999998565493579,-2.0270332871356498e-06,-0.0004894671113039244,-0.0003260799921369818,-0.0029569363687187433,-2.1556957108259667e-06,-4.938424731708055e-05,-0.0002887330243365995,-0.012586647255883978,-0.01145326873516744
233,0.47022456417608166,0.4335220520953503,0.999999875308904,-2.1472447209113867e-06,-0.0004960856247163868,-0.00032907379552114856,-0.0029828865081071854,-2.0530269466689788e-06,-4.8773197212078484e-05,-0.00031338584701363475,-0.012672872984129861,-0.011180412539192771
234,0.47557497171988367,0.4307003079419149,0.9999998929847362,-2.2745742066453036e-06,-0.0005058808450812072,-0.00033199194606560933,-0.003008334431797266,-1.951709919012501e-06,-4.8096494001660753e-05,-0.00034049742761375613,-0.012756804137479962,-0.010922388704626414
235,0.4808908075594841,0.4278984233477889,0.999999909498354,-2.409128221231002e-06,-0.0005187249976538674,-0.00033483193001229505,-0.003032776527106762,-1.8452561789672473e-06,-4.7355565726593646e-05,-0.00037038835365358014,-0.012838430696861391,-0.010679513051738072
236,0.48617133920997163,0.42512522729673236,0.9999999247785644,-2.5510999110512982e-06,-0.000534463877219072,-0.00033759231837039337,-0.0030563194304704666,-1.7377120684614056e-06,-4.6551987147988117e-05,-0.0004034339648511698,-0.012917779660135274,-0.01045211796569449
237,0.49141569584443096,0.4223895419802039,0.9999999387620551,-2.700568830628578e-06,-0.000552919783754986,-0.00034027115695371983,-0.0030783270485699177,-1.630713086342439e-06,-4.568786985466084e-05,-0.00044007609541861525,-0.012994861438373596,-0.010240549093293862
238,0.49662310349350486,0.4197003916406449,0.9999999513935384,-2.857668313223669e-06,-0.0005739026367795356,-0.0003428668744180716,-0.0030990808736532927,-1.5230538110699854e-06,-4.476551304612556e-05,-0.00048083781919269455,-0.013069691680826947,-0.010045161788223771
239,0.501792874274031,0.4170666474679373,0.9999999626262009,-3.0224781107038317e-06,-0.0005971959406921961,-0.00034537792816606507,-0.0031182090751826763,-1.4183527810018859e-06,-4.378747918754618e-05,-0.0005263421895575958,-0.013142292941145585,-0.009866317062779007
240,0.5069242599585109,0.41449717134073205,0.9999999724218066,-3.195048913529231e-06,-0.0006225753207005523,-0.00034780207666816723,-0.00313568115234375,-1.3158511364963488e-06,-4.27565445069125e-05,-0.0005773361621363792,-0.013212658773305547,-0.009704377742072832
241,0.5120168028358661,0.41200048136313605,0.9999999807510115,-3.3754508325473024e-06,-0.0006497904832483708,-0.0003501377387438778,-0.0031512752175331116,-1.2176102472949424e-06,-4.167580088557671e-05,-0.0006347215072250672,-0.01328080836604473,-0.00955970416121793
242,0.5170699388270227,0.409585012973727,0.9999999875934302,-3.5636951044757592e-06,-0.0006785815072115804,-0.00035238348486176993,-0.0031648576259613037,-1.1229709571125568e-06,-4.054859892434486e-05,-0.0006995951896955624,-0.013346759974362613,-0.00943264989823437
243,0.522083138787178,0.4072588209296427,0.99999999293743,-3.7597284256798548e-06,-0.0007086744212502206,-0.00035453748049678465,-0.0031762460712343454,-1.0333382078897557e-06,-3.937845577104317e-05,-0.0007733024813433042,-0.013410519889381238,-0.009323557195400164
244,0.527056018397793,0.4050297010686614,0.9999999967801796,-3.963521676011384e-06,-0.0007397846807931431,-0.0003565983533496627,-0.003185317385941744,-9.503999649496109e-07,-3.8169129027675907e-05,-0.00085750774012625,-0.013472105817709247,-0.009232752309724285
245,0.5319881450173716,0.4029050768545473,0.9999999991275538,-4.174965309028516e-06,-0.0007716219424171775,-0.0003585638199480661,-0.003191957250237465,-8.738261954022164e-07,-3.6924475050824694e-05,-0.0009542898032340115,-0.013531505122880294,-0.009160540915526873
246,0.5368793098284713,0.4008919570522414,0.9999999999939543,-4.394000232415191e-06,-0.0008038898993504794,-0.00036043242808676313,-0.0031960993073880672,-8.04819705990667e-07,-3.5648605823359017e-05,-0.0010662723938278723,-0.013588727738469392,-0.009107203526722443
247,0.5417292152794275,0.3989968389288652,0.9999999994019815,-4.620484501369917e-06,-0.0008362890461879707,-0.00036220275389743173,-0.0031975661404430866,-7.435818361045676e-07,-3.434573925817094e-05,-0.0011968050993662535,-0.013643781055288955,-0.009072990960675226
248,0.5465375857440253,0.397225819362959,0.9999999973820578,-4.854217610228798e-06,-0.000868521837450271,-0.0003638731658344044,-0.0031963433139026165,-6.900062317072297e-07,-3.3020190279047915e-05,-0.0013502182026329682,-0.013696662587862486,-0.009058119845335142
249,0.5513042532388702,0.39558445417208976,0.9999999939720822,-5.095010713525461e-06,-0.0009002916064668504,-0.00036544240668885897,-0.0031923167407512665,-6.447525038311142e-07,-3.1676381159099014e-05,-0.0015321881676423205,-0.013747377921921993,-0.0090627681840234
250,0.5560290101012839,0.394077815261551,0.9999999892170173,-5.342594102367439e-06,-0.0009313093724407046,-0.0003669084459661742,-0.0031854843255132437,-6.087147994549014e-07,-3.0318717056717287e-05,-0.001750271759640108,-0.013795904945399213,-0.009087071431853389
251,0.5607118358645502,0.39271040116044226,0.9999999831683505,-5.5967571538158175e-06,-0.0009612929457960256,-0.0003682700186144567,-0.0031758006662130356,-5.806318199574889e-07,-2.895171425275124e-05,-0.002014703941653543,-0.013842240605648821,-0.009131118737536827
252,0.56535261633432,0.3914861621706904,0.9999999758834411,-5.857200473612347e-06,-0.000989971874927694,-0.0003695260104031884,-0.003163236426189542,-5.617998226625787e-07,-2.757986246213864e-05,-0.002339619087510954,-0.013886381090015804,-0.00919494946116692
253,0.5699512341807023,0.3904085195849388,0.9999999674251032,-6.123560209217272e-06,-0.0010170901345380884,-0.0003706750448225457,-0.0031477876473218203,-5.504249998011801e-07,-2.6207613015790407e-05,-0.002744970403540605,-0.013928310256963923,-0.009278549882434754
254,0.5745076732342973,0.38948033450747727,0.9999999578609935,-6.395507885305642e-06,-0.0010424065899386754,-0.00037171621621895877,-0.0031294699292629957,-5.483712470777391e-07,-2.4839376129852755e-05,-0.00325964118928543,-0.01396802124444956,-0.009381850508099403
255,0.5790218456764495,0.38870394960555993,0.9999999472630098,-6.672623543595891e-06,-0.0010657000772621894,-0.00037264787683346297,-0.003108320292085409,-5.534777187676809e-07,-2.347944418547573e-05,-0.003926665987901082,-0.014005478854714964,-0.009504723915344654
256,0.5834938356109113,0.38808114796134713,0.9999999357065623,-6.954559604896518e-06,-0.001086768064305614,-0.0003734691562354187,-0.003084359923377633,-5.663094952979009e-07,-2.2132042355184868e-05,-0.004812350095167408,-0.014040666842148821,-0.00964698257179066
257,0.5879236349193481,0.38761321505443463,0.9999999232697868,-7.2408734227121395e-06,-0.0011054278735183416,-0.0003741793588304645,-0.00305764889344573,-5.862783041266084e-07,-2.0801265884480668e-05,-0.006022951217911562,-0.014073569219094893,-0.009808377535426682
258,0.5923112098439252,0.3873008872546104,0.9999999100331887,-7.531083005657837e-06,-0.0011215238140874916,-0.0003747776563442337,-0.0030283089727163315,-6.125320055616612e-07,-1.9491041917381804e-05,-0.007736872858941793,-0.01410415963426393,-0.009988597717041062
259,0.5966565873607808,0.38714440937267713,0.999999896078912,-7.824745179897475e-06,-0.0011349233255978002,-0.0003752636030176119,-0.0029963250271975994,-6.457851782215585e-07,-1.8205142244418534e-05,-0.010270810710912385,-0.014132417342378325,-0.010187269325268538
260,0.6009597544085082,0.38714357279480427,0.999999881490218,-8.121311238471718e-06,-0.001145517611597113,-0.00037563613291413575,-0.00296186120249331,-6.834656005594297e-07,-1.694711601156236e-05,-0.014225931191039865,-0.014158298752517826,-0.010403956083111583
261,0.6052208147862773,0.3872976707372678,0.9999998663507014,-8.420353434853076e-06,-0.0011532260906173847,-0.00037589494664831333,-0.0029249885119497776,-7.270061814779183e-07,-1.5720341896746735e-05,-0.020838801463311546,-0.014181776733996336,-0.010638159889096076
262,0.6094397820733385,0.3876055421840385,0.9999998507434608,-8.721343650321973e-06,-0.001157991601836659,-0.0003760398964768567,-0.002885758876800537,-7.758196147733543e-07,-1.4527966209373567e-05,-0.032899262202222064,-0.014202824233168486,-0.010889322069413742
263,0.6136166440326666,0.3880656508548414,0.9999998347509613,-9.023731302112278e-06,-0.0011597861492304476,-0.00037607073732887807,-0.002844346920028329,-8.275042659988685e-07,-1.3372890122957779e-05,-0.057286478851898665,-0.014221404889861237,-0.011156824876969382
264,0.6177514532399044,0.3886759932153997,0.9999998184544162,-9.326995300299557e-06,-0.0011586026207643441,-0.0003759876715684512,-0.0028008499648422003,-8.836893243824306e-07,-1.225778185021883e-05,-0.11111471143752816,-0.014237492224743943,-0.011439993606243794
265,0.6218441825709907,0.3894342058536819,0.9999998019334103,-9.630548432963986e-06,-0.0011544625124831787,-0.00037579025183507827,-0.002755378605797887,-9.42833025874279e-07,-1.1185047495414975e-05,-0.22357775738018706,-0.014251034034605372,-0.01173809940734921
266,0.6258949413184247,0.3903375379066097,0.999999785265125,-9.93393435312365e-06,-0.001147409879503949,-0.0003754788263978488,-0.0027080730069428682,-1.0046846909972373e-06,-1.015683984392776e-05,-1.8622560565056485,-0.01426199779847541,-0.012050362218130216
267,0.6299037267143804,0.391382877360698,0.9999997685237356,-1.02365890584987e-05,-0.0011375106516098518,-0.00037505388828383877,-0.002659022342413664,-1.069504719453107e-06,-9.175050183120733e-06,-1.576193873094142,-0.014270350951424345,-0.012375954385623823
268,0.633870520657927,0.3925668059255928,0.9999997517806032,-1.0537948895723219e-05,-0.001124854513201251,-0.00036337606441978434,-0.00260839331895113,-1.1357129778843955e-06,-8.241309671405948e-06,-1.4104162647151304,-0.014276052668793919,-0.012714004376717396
269,0.6399468122399145,0.38163951168157945,0.9999997351037498,-1.1698248709936766e-05,-0.001136866810334567,-0.00033194047569049575,-0.002041565952822566,-0.0002373580209678039,-2.442032745016441e-05,-1.3272046120838663,-0.011148165923710495,-0.013126602625550151
270,0.6520254386706297,0.32753020213239004,0.9999995048606141,-1.5080560989058471e-05,-0.0012884762634341625,-0.0003241218303240016,-0.002029452007263899,-0.0055177160538733006,-3.144899687651182e-05,-1.284024384163943,-0.010009109753791844,-0.013623279865924348
271,0.6591959568520291,0.2822215693521064,0.9999989298804367,-1.4051112941287568e-05,-0.001450585311281724,-0.00031681118546816065,-0.005876005161553621,-0.0063833435997366905,-3.542406713962279e-05,-1.2559122301611574,-0.009296856357205494,-0.01415631890456227
272,0.6642724068597953,0.2514111025729414,0.9999980093659377,-1.0750427222615219e-05,-0.001500177549452935,-0.0003064195398387075,-0.009716060012578964,-0.0020963193383067846,-3.9685072430909933e-05,-1.2349685086348205,-0.008784494929991457,-0.014698494111481112
273,0.6680638386150763,0.23099893343190622,0.9999968319959938,-7.184315897066383e-06,-0.001537433601269818,-0.00029725692748848085,-0.0117259556427598,-0.00037539939512498677,-5.029568862988057e-06,-1.2177187993469478,-0.008443727097411527,-0.015250722517446942
274,0.6714510344680252,0.2162809990604676,0.9999955187028335,-4.484537686510752e-06,-0.001583529083974433,-0.00028869410445402007,-0.011852594092488289,-8.255274588009343e-05,-7.284122124210106e-06,-1.2025612087673043,-0.008194873036001558,-0.015815728802644695
275,0.6745602953691309,0.20743481620560786,0.9999941750446111,-2.4928704640556957e-06,-0.001619733610635569,-0.0002795949780348818,-0.011451629921793938,-6.112168193794787e-05,-4.2943445815325186e-05,-1.1886583527671126,-0.007983766675863395,-0.01639789833993973
276,0.6774189906043409,0.2036405994918087,0.9999928948027429,-1.1759031417858885e-06,-0.0016554859695971336,-0.00026959917673695643,-0.010546238161623478,-7.16895519872196e-05,-0.0001109425617708976,-1.175645351621817,-0.007775146541421516,-0.01699810938770358
277,0.680073881061881,0.20386453542657323,0.999991756103942,-4.117571406101123e-07,-0.001687203548051433,-0.00026783054090826185,-0.009711849503219128,-5.7311266573378816e-05,-0.0002213785850574922,-1.1633795985738413,-0.008663224919604036,-0.01761413094312709
278,0.6820232652025777,0.2076789870152863,0.9999908952736585,-5.707465829002523e-08,-0.0017082579543513917,-0.0002695167360297352,-0.008192415349185467,-0.0002398587530478835,-0.0003621181585600984,-1.1516242048468173,-0.009402283567841233,-0.018246176716792444
279,0.6837622644637688,0.21205504919256743,0.9999905124002567,-1.3129778504706359e-09,-0.0017331597946230214,-0.00027360347663156465,-0.006925910245627165,-0.00044733434333465993,-0.0005346745154076845,-1.140314780251077,-0.010418916267337382,-0.018896484776300418
280,0.6851233926170103,0.21613057470151836,0.9999906137553709,-2.3636761049369377e-08,-0.001818296889380872,-0.0002819764992810483,-0.006110003683716059,-0.0006686626002192497,-0.0007351967913190637,-1.1291471754346207,-0.01156575409117632,-0.01957713751896361
281,0.6860210866684082,0.2197698750127354,0.9999911655495038,-1.4192504800732556e-08,-0.0019698937071546637,-0.00029638166156786735,-0.005761004984378815,-0.0008703494677320123,-0.0009652792901255073,-1.1178907830011235,-0.012894742712732166,-0.020297368440485866
282,0.686487221545186,0.22263306682724224,0.999992103543117,-3.0538088260112344e-09,-0.0021743408646581384,-0.00023416323423130404,-0.005951593164354563,-0.0005807638517580926,-0.0003392404582519799,-1.108754822552425,-0.009042365526752251,-0.02104265942715701
283,0.6895920816612569,0.23235294869446274,0.9999929562525763,-6.047814630394562e-08,-0.0024395860355772053,-0.0001855818010327421,-0.005743379704654217,-0.00046869926154613495,-5.0360526229840674e-05,-1.099691795922562,-0.006713124544008125,-0.021830325387397525
284,0.6926213023220611,0.2503010737296044,0.9999933447437459,-6.151457007901534e-08,-0.0026873301388418225,-0.00016194380904150767,-0.005695360247045755,-0.0005190931842662394,-1.3822092021317155e-06,-1.0939727902337057,-0.005576396194744953,-0.022625894264207906
285,0.6951595797928427,0.27103385655265094,0.9999935167874748,-2.3762647642056866e-08,-0.002828836303379652,-0.00014704672485667223,-0.004839399829506874,-0.0003785495355259627,-7.1737538028413635e-06,-1.0895126925536613,-0.004980240150427591,-0.023435504804987083
286,0.6978181792653152,0.29127505015671945,0.9999936595145903,-3.898436721326222e-09,-0.0028751411421164166,-0.00013543538360762756,-0.004346680361777544,-0.0002515547093935311,-1.2960310142826827e-05,-1.0856402116456314,-0.004610025713584472,-0.024260383352021804
