frame,torque_per_frame
0,108.3338512506209
1,101.86633501438402
2,94.82831058735505
3,88.93472103754428
4,84.0075486152671
5,79.87618403220284
6,76.39949433347144
7,73.46244658335883
8,70.97260208710982
9,68.85531750914438
10,67.04970722514807
11,65.50661634717719
12,64.18588435633168
13,63.054907053491476
14,62.08696861773041
15,61.259914676995635
16,60.5558702156478
17,59.95930746988246
18,59.45781541223194
19,59.045205713085366
20,58.71449576914219
21,58.45770542970804
22,58.26577699418203
23,58.12993757399657
24,58.04229204825309
25,57.99532017099802
26,57.98279731953561
27,57.99710410431416
28,58.03290742311176
29,58.0869319291416
30,58.156579438912786
31,58.24005520210973
32,58.33570014788299
33,58.44165523845331
34,58.55720529336747
35,58.74420537621479
36,59.10626618109945
37,59.47498349164131
38,59.847339965858765
39,60.223832895550274
40,60.60243681577649
41,60.982475751962845
42,61.36314701093914
43,61.74173049095131
44,62.118764279323756
45,62.492738899771894
46,62.86283302722124
47,63.228800837334376
48,63.58816484763946
49,63.941822418512984
50,64.28846335692775
51,64.6278516959054
52,64.95979364448942
53,65.28243549998578
54,65.59694279791222
55,65.90236752477517
56,66.19859866215859
57,66.48611294627233
58,66.76302833995769
59,67.0309033045038
60,67.28913659547842
61,67.53771240694738
62,67.77733093368249
63,68.006472058833
64,68.22673470860032
65,68.43758982792974
66,68.63933803448478
67,68.83268622450316
68,69.01643982781749
69,69.19203153754376
70,69.35935357630615
71,69.51822630146987
72,69.67041762849611
73,69.81359427412283
74,69.94979578249401
75,70.0787018756547
76,70.20061828220514
77,70.31629753520414
78,70.42477851167618
79,70.52753587574432
80,70.62420348846392
81,70.71509532355545
82,70.80081698177663
83,70.88055841787306
84,70.95573970856742
85,71.02606743946234
86,71.09162980767778
87,71.15314002518924
88,71.20968981438185
89,71.26281956005124
90,71.31192212362859
91,71.35734674725202
92,71.39957429880639
93,71.43777057037677
94,71.47368935367794
95,71.50618274857177
96,71.53570531304005
97,71.56287875364981
98,71.58675589588654
99,71.60900335026724
100,71.62856212389417
101,71.64579437965891
102,71.66099501006374
103,71.67388783814252
104,71.68566350595336
105,71.69534571618357
106,71.70321891556185
107,71.70957135680305
108,71.71410496106475
109,71.717977744124
110,71.72015807964075
111,71.7209461745782
112,71.72064107230798
113,71.7190199492226
114,71.71697337593756
115,71.7135648103887
116,71.70914597337928
117,71.70394875228845
118,71.6977917961284
119,71.69143896467602
120,71.68402550862547
121,71.67584692657238
122,71.66716759111716
123,71.65775675695632
124,71.64841040339152
125,71.63820003254008
126,71.62747381845136
127,71.61639533753527
128,71.6048399391282
129,71.5934609725842
130,71.58144164460765
131,71.56910223819227
132,71.55650368782207
133,71.5436463851166
134,71.53101532163126
135,71.51795132876225
136,71.50476836708323
137,71.49135565899081
138,71.47784199406479
139,71.46453818535483
140,71.45101943332489
141,71.43750315440812
142,71.42380486535964
143,71.41013163092725
144,71.39672064472171
145,71.38318227763372
146,71.36974433258496
147,71.35615322781874
148,71.34268479021895
149,71.32947560399553
150,71.31623039405741
151,71.30314785404025
152,71.28992593342471
153,71.2768873439547
154,71.26409653627263
155,71.2513154364949
156,71.23873846513563
157,71.2261580433283
158,71.2136570380853
159,71.20136162099864
160,71.1891219411904
161,71.17707664699104
162,71.16502836747696
163,71.15309259262216
164,71.1412741056129
165,71.12952962984457
166,71.11783751552876
167,71.10632048400987
168,71.09483340372896
169,71.08339899776558
170,71.07204753007595
171,71.06066267132077
172,71.04945226686715
173,71.03828981889717
174,71.02706426410234
175,71.01591612699815
176,71.00469987395977
177,70.9936029328557
178,70.98251761674771
179,70.97128112245161
180,70.96009016481759
181,70.94880790839221
182,70.93754005948895
183,70.92629898697427
184,70.91477940788498
185,70.90327323364029
186,70.89163826690661
187,70.87993824025682
188,70.86822063086495
189,70.85617734469892
190,70.84408161875535
191,70.83180355483992
192,70.8193915985638
193,70.80642287351557
194,70.7936587435308
195,70.78076834070367
196,70.76765041085758
197,70.7543375219589
198,70.74088651039284
199,70.72710000145324
200,70.71307034329
201,70.69878143602342
202,70.68423571075527
203,70.66942883164762
204,70.65433900079046
205,70.63892570999678
206,70.62323168024673
207,70.60721033074765
208,70.59091737504507
209,70.5742501446479
210,70.55729509509187
211,70.53998098061027
212,70.52229569907482
213,70.50432185820661
214,70.48592103235777
215,70.46720665298886
216,70.44811197856023
217,70.42861534885219
218,70.4088009989444
219,70.38853662706413
