frame,x,y
0,-3.823585002293935e-06,1.2211623697233411e-09
1,-1.4118294224441627e-05,4.470040416963918e-09
2,-2.770609855329902e-05,8.642238038252708e-09
3,-4.250728644550897e-05,1.3037727018714471e-08
4,-5.702171312990029e-05,1.7161243880540606e-08
5,-7.019881681728056e-05,2.0655825665233545e-08
6,-8.133510714695756e-05,2.327810300641006e-08
7,-8.999231965894402e-05,2.4870017343841252e-08
8,-9.59323804613506e-05,2.534843518966465e-08
9,-9.906604200883306e-05,2.4686144455913303e-08
10,-9.941255213095465e-05,2.2872739371405447e-08
11,-9.706817477777774e-05,1.9933083369238752e-08
12,-9.218184745752735e-05,1.591875570459078e-08
13,-8.493647848022078e-05,1.0893522467719635e-08
14,-7.553477269821861e-05,4.922420510227268e-09
15,-6.418862668465682e-05,-1.9240198318438724e-09
16,-5.111130470560965e-05,-9.57558222987699e-09
17,-3.651136448211865e-05,-1.7974033551079136e-08
18,-2.0580264438679527e-05,-2.7096672943238657e-08
19,-3.490371837792648e-06,-3.692244637808779e-08
20,1.460589010994584e-05,-4.7395506424109064e-08
21,3.35665014794666e-05,-5.8434012603247756e-08
22,5.3256354167658545e-05,-6.994847233264558e-08
23,7.354589148371081e-05,-8.185116552061819e-08
24,9.431085982282584e-05,-9.406237278872434e-08
25,0.00011543206404965622,-1.064918375321578e-07
26,0.0001367939310367471,-1.1904488883047559e-07
27,0.00015828571814161007,-1.3162937068744012e-07
28,0.00017980370228189697,-1.441769148392053e-07
29,0.00020125424537367374,-1.5663285481125298e-07
30,0.0002225547402006154,-1.6896087029290866e-07
31,0.00024363373777633223,-1.8113820856751803e-07
32,0.00026443049487525776,-1.931460268448031e-07
33,0.00028489425055891834,-2.0496147086537356e-07
34,0.00030498331473168813,-2.1657479228677225e-07
35,0.00032466405344918015,-2.2798838000336944e-07
36,0.00034390990456019085,-2.3920315269475153e-07
37,0.00036270039678890624,-2.5022123376384955e-07
38,0.00038102030322100634,-2.6104776317545494e-07
39,0.0003988588374070244,-2.7168834966685137e-07
40,0.00041620890155649515,-2.821489300377725e-07
41,0.00043306648206430136,-2.9243258280501643e-07
42,0.00044943007737425415,-3.025486277651331e-07
43,0.0004653002605216425,-3.125086259997919e-07
44,0.00048067927333724376,-3.223165562887053e-07
45,0.000495570657380017,-3.3197551106906697e-07
46,0.0005099789955242267,-3.414945717168509e-07
47,0.0005239096538788283,-3.5087996056877213e-07
48,0.0005373686204446865,-3.6014224623215467e-07
49,0.0005503623422942626,-3.6928265772715114e-07
50,0.0005628975688561029,-3.7830514354063e-07
51,0.0005749812747099677,-3.872239680200768e-07
52,0.0005866205572532577,-3.960448572537428e-07
53,0.0005978226042642945,-4.0475987588778826e-07
54,0.000608594642020247,-4.1338098003468263e-07
55,0.0006189438716463049,-4.2192300587525164e-07
56,0.0006288774655702342,-4.3038218614613744e-07
57,0.0006384025297638935,-4.3876297952898446e-07
58,0.0006475261197298362,-4.470656140042189e-07
59,0.0006562552281052472,-4.552865859345142e-07
60,0.0006645967561965063,-4.6343073012447214e-07
61,0.0006725575341729098,-4.715088482629332e-07
62,0.0006801443034479077,-4.795231296761406e-07
63,0.0006873637464614345,-4.874732377685078e-07
64,0.0006942224852510143,-4.953585752350795e-07
65,0.0007007270611926155,-5.03179518456252e-07
66,0.0007068839600441048,-5.109366413601845e-07
67,0.0007126995992267836,-5.186339591609529e-07
68,0.0007181803553687041,-5.262703083609811e-07
69,0.0007233325682242213,-5.338426886677977e-07
70,0.0007281625175146652,-5.41352940891004e-07
71,0.0007326764491366862,-5.488011265222293e-07
72,0.0007368805488087657,-5.561822866924378e-07
73,0.000740780975566321,-5.634969034906103e-07
74,0.0007443838876882286,-5.707473542399086e-07
75,0.0007476953951012368,-5.779332520665132e-07
76,0.0007507215808610817,-5.850569574188769e-07
77,0.0007534684877201575,-5.92114135978087e-07
78,0.0007559421420043071,-5.991018831431229e-07
79,0.00075814854964724,-6.060159445150489e-07
80,0.0007600936754321892,-6.128553357214695e-07
81,0.0007617834597326912,-6.196188093550505e-07
82,0.0007632238041850905,-6.263032770498875e-07
83,0.0007644205932170914,-6.329071888614898e-07
84,0.0007653796897352323,-6.394300613348044e-07
85,0.0007661069149750703,-6.458665852737903e-07
86,0.0007666080622021773,-6.522141599498914e-07
87,0.0007668888825444243,-6.584771589042028e-07
88,0.0007669551050578368,-6.646490518676126e-07
89,0.0007668124322062145,-6.707281606606914e-07
90,0.0007664665198198835,-6.767175244669298e-07
91,0.000765922989933115,-6.826114725145642e-07
92,0.000765187417933673,-6.884079867617429e-07
93,0.000764265349991239,-6.941070965645772e-07
94,0.0007631622863109492,-6.997065435240222e-07
95,0.0007618836764787678,-7.052055667253016e-07
96,0.0007604349432855606,-7.106009008525443e-07
97,0.0007588214573055713,-7.158910357948432e-07
98,0.0007570485533558967,-7.2107427675242e-07
99,0.000755121513794479,-7.261491621707399e-07
100,0.0007530455652891071,-7.311130432462554e-07
101,0.0007508259012505305,-7.359642861287578e-07
102,0.0007484676706056187,-7.407024947402451e-07
103,0.0007459759796520382,-7.453252508366244e-07
104,0.0007433558632745082,-7.498280832487612e-07
105,0.0007406122959845582,-7.54209823678956e-07
106,0.0007377502130402838,-7.584706551681629e-07
107,0.0007347745004372166,-7.626082486543789e-07
108,0.0007316899962821774,-7.666236408660986e-07
109,0.0007285014634304727,-7.705138862240144e-07
110,0.0007252136006267032,-7.742755556513197e-07
111,0.0007218310621563448,-7.779100831278056e-07
112,0.0007183584493983467,-7.814152545544098e-07
113,0.0007148003120429146,-7.847881428217052e-07
114,0.000711161121267634,-7.880276192663016e-07
115,0.0007074452806617333,-7.911315313497381e-07
116,0.0007036571454071504,-7.940988361398926e-07
117,0.0006998010146980696,-7.969287762166943e-07
118,0.0006958811325581554,-7.996189601607307e-07
119,0.0006919016622262467,-8.021670179279272e-07
120,0.0006878666968020084,-8.045732287274493e-07
121,0.0006837802774103155,-8.068375546207727e-07
122,0.0006796463867337772,-8.089574585119907e-07
123,0.0006754689492438122,-8.10931225568475e-07
124,0.0006712518069098029,-8.127591700048896e-07
125,0.0006669987298861525,-8.144416948844433e-07
126,0.0006627134331976798,-8.159771898139934e-07
127,0.0006583995711161318,-8.173642048823821e-07
128,0.0006540607370766078,-8.186013405755721e-07
129,0.0006497004407779638,-8.196877209705337e-07
130,0.0006453221187013175,-8.206236819036381e-07
131,0.0006409291498641828,-8.214078657082431e-07
132,0.0006365248505199752,-8.220398084318353e-07
133,0.000632112473877144,-8.225189039490134e-07
134,0.0006276951885650812,-8.228438659236772e-07
135,0.00062327608899812,-8.230145691470771e-07
136,0.0006188582104278282,-8.23030108246699e-07
137,0.000614444523703539,-8.228903587132866e-07
138,0.0006100379345922047,-8.225948062382099e-07
139,0.0006056412636653612,-8.221432895810233e-07
140,0.0006012572570437491,-8.215353484299241e-07
141,0.0005968886007879979,-8.207705365299431e-07
142,0.0005925379153118283,-8.198495680613299e-07
143,0.0005882077547376319,-8.187725666693553e-07
144,0.0005839005883791328,-8.175395093321159e-07
145,0.0005796188108384984,-8.161503463655144e-07
146,0.0005753647556925084,-8.146051004333363e-07
147,0.0005711406906489401,-8.129038815039325e-07
148,0.000566948816682227,-8.110460673783757e-07
