frame,x,y,z
0,1.0,0.0,0.0
1,0.9982782920825617,2.8826921211859073e-07,-0.01368606855459708
2,0.9967140168676865,5.70036229811824e-07,-0.02517446464359432
3,0.9952467055104205,8.799316063836437e-07,-0.03432679809061317
4,0.9938597476530514,1.1538943578418532e-06,-0.04153878327128632
5,0.9925373980332651,1.3931367233596658e-06,-0.047141957562030705
6,0.9912669589332038,1.6317911786264338e-06,-0.05140867364335545
7,0.9900382041668244,1.843951432149292e-06,-0.054562256405019306
8,0.9888429269598495,2.09507372328373e-06,-0.05678602819557154
9,0.987674505952801,2.274601387447233e-06,-0.05823109563477765
10,0.9865276561826619,2.472567547976892e-06,-0.059022587111140765
11,0.9853980878964724,2.682831412224791e-06,-0.059264456346271
12,0.984282328408532,2.9050195352483183e-06,-0.05904360740361957
13,0.9831775407780502,3.097973287083498e-06,-0.05843306397018031
14,0.9820813363975397,3.2973195656302966e-06,-0.05749459765084861
15,0.9809917370024188,3.4833998900788768e-06,-0.056280842976030906
16,0.9799070172206293,3.675213810031566e-06,-0.05483687608628458
17,0.9788256732020376,3.856189672088811e-06,-0.0532017201777227
18,0.9777464573832102,4.040327265103044e-06,-0.05140906520474014
19,0.9766688549542681,4.238144554657333e-06,-0.04948751432925288
20,0.9755922992055562,4.434874250037192e-06,-0.04746376713031409
21,0.9745157761542583,4.622171960714739e-06,-0.045363007178463095
22,0.973438022994906,4.797740652588073e-06,-0.04320826601783049
23,0.9723576451836147,4.958464099487088e-06,-0.04101992204577188
24,0.9712731541886636,5.108301418998665e-06,-0.03881566186701836
25,0.9701830877068433,5.25164718905673e-06,-0.03661072641613708
26,0.9690859111894513,5.371283836140058e-06,-0.03441806625177414
27,0.9679799821241607,5.472204696921471e-06,-0.03224873507822502
28,0.9668638719675303,5.565479897433195e-06,-0.03011130454370346
29,0.965736321516592,5.636720270703408e-06,-0.02801240046130781
30,0.9645962367349683,5.699218314839739e-06,-0.025957452211995743
31,0.9634425834855145,5.753678723160139e-06,-0.02395096568101538
32,0.9622743854966251,5.815446886158175e-06,-0.02199684620053386
33,0.9610907256962027,5.863620023712513e-06,-0.02009850150421276
34,0.9598906327678149,5.8962777008011684e-06,-0.01825873706004477
35,0.9586731894212703,5.927239527940677e-06,-0.016480198111653528
36,0.9574374561738568,5.961817453616702e-06,-0.014765119698500416
37,0.9561824983232846,5.989138190422544e-06,-0.013115461215018918
38,0.9549074066677387,6.020693750306004e-06,-0.011532992223458412
39,0.9536111957260477,6.046530105336388e-06,-0.01001881297040801
40,0.9522929674182741,6.07849006625635e-06,-0.008574065490610195
41,0.9509517930988952,6.10143581332984e-06,-0.007199406882835746
42,0.9495867578978524,6.124089146906815e-06,-0.005895322218084865
43,0.9481969890147359,6.147310550501258e-06,-0.004662053942086151
44,0.9467815632965904,6.178827667912267e-06,-0.0034992113307348166
45,0.9453396567576585,6.1938393017402814e-06,-0.002406458863760322
46,0.9438704323133785,6.215639544836864e-06,-0.0013831136769293408
47,0.9423730868253571,6.227561103583691e-06,-0.0004282744902716281
48,0.9408468690460509,6.245043126279984e-06,0.00045904751098091256
49,0.939291000847462,6.260662910922323e-06,0.00128041586416317
50,0.9377048066024405,6.263638423761622e-06,0.0020372374777299636
51,0.9360876136657006,6.26814355586797e-06,0.002731216418459393
52,0.9344387871764007,6.283324928951054e-06,0.0033641118821601174
53,0.9327577535745051,6.286788641462962e-06,0.003937759143337389
54,0.93104392177015,6.269386429746239e-06,0.00445439872557831
55,0.9292967999838986,6.2804967504264325e-06,0.004916036975377239
56,0.9275159045557886,6.279021875073403e-06,0.005324879233678918
57,0.9257007936758315,6.278520287241491e-06,0.0056831549721094695
58,0.923851076654638,6.275899108206758e-06,0.005992977733061136
59,0.9219663591166077,6.266734460431261e-06,0.006256884582439909
60,0.9200463331439337,6.243526515246169e-06,0.0064770637322129
61,0.9180906973976805,6.230620823096563e-06,0.0066558088621089225
62,0.9160991911127372,6.218347874471336e-06,0.0067954136531573955
