frame,energy_per_frame
0,14.60599258483785
1,22.49148629638303
2,25.89940699984018
3,26.663429499069785
4,26.978087335772457
5,26.750505745000375
6,26.136980983870878
7,25.307477762068586
8,24.36205367188705
9,23.373110080814428
10,22.388407078527017
11,21.42430683233806
12,21.373336265541113
13,21.75803475458594
14,22.0305609861443
15,22.197968023847867
16,22.267765737469038
17,22.246897826090123
18,22.142895447041703
19,21.962806289914035
20,21.713551356277826
21,21.400455523113074
22,21.02816468909871
23,20.943760152945664
24,20.868982258059233
25,20.718781151952598
26,20.49385942221022
27,20.197076535064944
28,19.83450525273387
29,19.660639966622465
30,19.818437984847836
31,20.63726263293013
32,21.468445204265162
33,22.27818659368345
34,23.071661304957384
35,23.850894856174513
36,24.6182043811433
37,25.376412237087948
38,26.124938852770875
39,26.868400075911158
40,27.60599074586292
41,28.341185214610547
42,29.07345259461641
43,29.803642451794143
44,30.525743015800607
45,31.247220247466977
46,31.9650392546234
47,32.679415477463095
48,33.38767855113854
49,34.091109742776965
50,34.78779281494077
51,35.47701573499964
52,36.158624315728666
53,36.82923215737634
54,37.490088451510246
55,38.13894626249247
56,38.77493349435368
57,39.39767827066339
58,40.0038201107222
59,40.59442039091745
60,41.167389676392226
61,41.721693879785356
62,42.25696723479919
63,42.77016012047496
64,43.262037194712335
65,43.73071109750606
66,44.17517117258707
67,44.595052521094026
68,44.98729252958912
69,45.3522466109718
70,45.687114195339376
71,45.998024511121486
72,46.276099233290864
73,46.521775511523174
74,46.735891693875345
75,46.91650603989646
76,47.063090667521706
77,47.175356483952626
78,47.25114142041766
79,47.29136715751673
80,47.29472646849507
81,47.260803115790964
82,47.1896715971955
83,47.07977090734417
84,46.932453314732896
85,46.74687982031157
86,46.523216165322935
87,46.26193388785864
88,45.9623208157318
89,45.62597601986698
90,45.25267983837425
91,44.84298963291049
92,44.397869447158385
93,43.91698141171341
94,43.402436892377466
95,42.8536923337448
96,42.27185627741106
97,41.657924031262596
98,41.011757481363304
99,40.33521918546296
100,39.628022542019075
101,38.890997784378705
102,38.124823886811875
103,37.3298692260761
104,36.507303443984185
105,35.65678364265952
106,34.77904899701434
107,33.87449732971853
108,32.943458565536524
109,31.986706806584525
110,31.00406675717103
111,29.995989691459517
112,28.962863884771394
113,27.904947573169245
114,26.822778315974315
115,25.71628553808671
116,24.585960581090408
117,23.4323218716135
118,22.255814449975812
119,21.057269500707235
120,19.837243263670572
121,19.1949228591102
122,18.769139861758003
123,18.95564375650659
124,19.147628086265588
125,19.341913342326958
126,19.547308155742115
127,19.756316688629276
128,19.977498049156253
129,20.208909051706044
130,20.450711784592762
131,20.702074175999382
132,20.961954580875087
133,21.228994981953495
134,21.501301873180655
135,21.77689489469186
136,22.054028519157114
137,22.330943537869594
138,22.606321082801642
139,22.879080772089566
140,23.14763396774999
141,23.41091439736016
142,23.667606880717777
143,23.91654624477758
144,24.334418376080393
145,24.953840850962905
146,25.571654867758355
147,26.222738767947746
148,26.62300984137589
149,27.017082029711514
150,27.947446362605454
151,28.188706186827737
152,28.44527283931439
153,29.202739846546933
154,30.018674570810283
155,30.65925044010047
156,31.416101511832643
157,32.22069569656626
158,33.00726919139383
159,34.31312383833907
160,35.622279056201634
161,36.87654576400767
162,38.078177910536
163,39.22780682113078
164,40.32616139915693
165,41.37329543093873
166,42.37098871155952
167,43.32085057790477
168,44.22073656496407
169,45.07941667203295
170,45.89224942790264
171,46.721283465646096
172,47.58682550441996
173,47.52273585963369
174,48.08091802929261
175,49.70233088276649
176,49.287530123515246
177,49.27212010864564
178,49.90969138823005
179,50.540517202906415
