frame,reward_tracking_lin_vel,reward_tracking_ang_vel,reward_tracking_height,cost_lin_vel_z,cost_ang_vel_xy,cost_joint_velocity,cost_action_nn,cost_action_rate,cost_feet_slip,cost_leg_base_angle,cost_orientation
0,1.1253517471925913e-08,0.05,0.04998478235575755,-0.0,-0.0,-4.773310469263785e-07,-0.0013386531500145793,-0.0,-9.817222448141113e-11,-7.592157689620296e-09,-1.34203059582004e-09
1,1.2894110005155861e-08,0.049998352756254166,0.04998490081822096,-1.291810516417976e-06,-6.705591034404302e-06,-1.5480007126457704e-06,-0.0008878821390680969,-0.00014045892748981714,-1.475186568463156e-10,-4.6138709826580065e-09,-1.863989289217349e-08
2,1.4398363128752872e-08,0.04998765629615284,0.04998522412662493,-4.370129489071683e-06,-2.008501324399342e-05,-2.8755037956347514e-06,-0.0005774259916506708,-0.00011574158270377666,-1.7546316899605644e-10,-4.472756423126502e-09,-7.767264149176356e-08
3,1.5656044722522455e-08,0.04992564264559447,0.049985701298314714,-8.269466845638412e-06,-3.111458443904461e-05,-4.191667025333225e-06,-0.00038863078225404024,-0.00018076594278682023,-2.7011571835323354e-10,-5.73425887867948e-09,-1.913396354233322e-07
4,1.6484956340591707e-08,0.04974275195125412,0.049986289538013595,-1.2768381497539744e-05,-3.197438226122702e-05,-5.676051210508941e-06,-0.0003460418956819922,-1.277748106076615e-05,-3.694285084962874e-10,-6.533134445174894e-09,-3.541415286451895e-07
5,1.720753372663167e-08,0.04948386064928282,0.049986953814084335,-1.7062542760022073e-05,-3.052555654967393e-05,-7.358278795807678e-06,-0.00033370088203810155,-6.84765927871922e-06,-4.4674496802263003e-10,-6.117885703132035e-09,-5.577895166216696e-07
6,1.785254079317331e-08,0.04917433990224055,0.049987664435812214,-2.087062182986136e-05,-2.800967000311236e-05,-9.241904649723723e-06,-0.00032733395346440375,-4.414807790453779e-06,-4.749159953253233e-10,-4.362734842545214e-09,-7.921215207108159e-07
7,1.8434579915921833e-08,0.048837627418536526,0.04998839789108057,-2.40252167782088e-05,-2.5233160238183915e-05,-1.1318396115368558e-05,-0.000323923712130636,-3.2253549306915374e-06,-4.473533316477573e-10,-1.971843809158721e-09,-1.0472486203547512e-06
8,1.8967912220848366e-08,0.04849490498319928,0.04998913577771095,-2.6458351597993792e-05,-2.2763680536744723e-05,-1.3568014312334012e-05,-0.0003211449075024575,-2.4725520688662073e-06,-3.778368993507969e-10,-2.1226376137198495e-10,-1.3152145135547654e-06
9,1.946738395550073e-08,0.04816609914453884,0.049989864024637926,-2.8162665958749523e-05,-2.0982196886654194e-05,-1.596768240626095e-05,-0.00031816030968911946,-1.6254962247330695e-06,-2.9213906891572057e-10,-4.5998861530283745e-10,-1.5910517123604787e-06
10,1.9947859492742034e-08,0.0478629115820882,0.04999057217703551,-2.917867009684081e-05,-2.0061931376770274e-05,-1.849178735841972e-05,-0.00031320005655288696,-1.091078729587025e-06,-2.316886885890836e-10,-3.756902161498708e-09,-1.8731526385476177e-06
11,2.0423499085052653e-08,0.047592948475076065,0.04999125276172052,-2.9571921884125026e-05,-2.001197688843086e-05,-2.1113444808783735e-05,-0.00030571359093301,-8.06041157375148e-07,-2.414422205251194e-10,-1.0541252889718705e-08,-2.1630968806619997e-06
12,2.090653784089464e-08,0.04736050882578785,0.04999190069939931,-2.9421283322997067e-05,-2.0718987976935943e-05,-2.380582483473745e-05,-0.0002960706187877804,-6.780198305023077e-07,-3.5923253352160835e-10,-2.0614736707114127e-08,-2.4650727342445027e-06
13,2.1407013601279402e-08,0.0471671791378704,0.0499925127997346,-2.8810364278378357e-05,-2.2002590823966578e-05,-2.654357941798707e-05,-0.0002850883174687624,-6.251102604437619e-07,-6.261097515215333e-10,-3.328169507605112e-08,-2.7851256933718608e-06
14,2.193300532474373e-08,0.04701238295938843,0.04999308733952281,-2.782255871940056e-05,-2.366304864799137e-05,-2.930295543723965e-05,-0.0002735319430939853,-6.046118414815282e-07,-1.0742184074766872e-09,-4.756170668257015e-08,-3.1303880955344056e-06
15,2.2490717371183908e-08,0.04689434460186455,0.04999362371636393,-2.6536946473754776e-05,-2.5511844877906826e-05,-3.2062557383449765e-05,-0.0002620542363729328,-5.907517675041163e-07,-1.7293724775406106e-09,-6.239551220248237e-08,-3.5083956164020564e-06
16,2.3085033188866085e-08,0.046810382722123484,0.04999412216670399,-2.50258597101611e-05,-2.7390013449424517e-05,-3.48034738291345e-05,-0.00025120950886048377,-5.708652111025003e-07,-2.611223730311539e-09,-7.680238740646827e-08,-3.926551559677865e-06
17,2.3719817525358042e-08,0.04675721409762182,0.04999458354154948,-2.3354216330584e-05,-2.9176908685445106e-05,-3.751027139964612e-05,-0.00024129325174726546,-5.449019795378263e-07,-3.7340132024076545e-09,-8.997923194880908e-08,-4.391739797263222e-06
18,2.4398126997286373e-08,0.04673080732653021,0.049995009127806134,-2.1578836962918272e-05,-3.078912908789187e-05,-4.0175558038012535e-05,-0.0002324745582882315,-5.129971896167262e-07,-5.113779550041317e-09,-1.0134789635864374e-07,-4.910077691930065e-06
19,2.512202298071183e-08,0.04672408841982134,0.04999540047014305,-1.9748271259833787e-05,-3.217761542389657e-05,-4.2792988681850344e-05,-0.00022480641200672835,-4.789650347447605e-07,-6.7670104697615735e-09,-1.1054819866993622e-07,-5.486777848079367e-06
20,2.5893355910409563e-08,0.0467307405077454,0.04999575925252005,-1.790527627702634e-05,-3.3321211912229804e-05,-4.535477455999012e-05,-0.0002182753523811698,-4.4438135660129774e-07,-8.707467523552441e-09,-1.1740157274344132e-07,-6.126100615254187e-06
21,2.6714198414406698e-08,0.04674677752850084,0.049996087274118556,-1.608655185872065e-05,-3.422047636054777e-05,-4.785224549258955e-05,-0.00021282890520524234,-4.1109373682957084e-07,-1.0946650507379056e-08,-1.2187259651147755e-07,-6.831370525523203e-06
22,2.758685626415535e-08,0.0467699406306512,0.04999638642033531,-1.4322153362093986e-05,-3.489242416877136e-05,-5.0276516366937643e-05,-0.00020838547789026052,-3.791080587234319e-07,-1.3492777803010948e-08,-1.2403722233881392e-07,-7.605049850018087e-06
23,2.8513834127431537e-08,0.04679901722561439,0.049996658624046,-1.2635586869529241e-05,-3.536588903836963e-05,-5.2619208738056495e-05,-0.0002048670285148546,-3.4752062560983177e-07,-1.6349665351692884e-08,-1.2405382252081972e-07,-8.448842376435141e-06
24,2.949779686334518e-08,0.0468333200346463,0.04999690582621745,-1.104441905558791e-05,-3.5677765671707e-05,-5.487248477577242e-05,-0.00020219144062139094,-3.1605799222234054e-07,-1.951593216604653e-08,-1.221379405803112e-07,-9.363815513049912e-06
25,3.054148630423975e-08,0.04687236714705357,0.049997129941105785,-9.561096650517104e-06,-3.5869645109701774e-05,-5.702851009736768e-05,-0.00020026748825330287,-2.8512178573691926e-07,-2.2987425753116914e-08,-1.1853596113257736e-07,-1.0350527342627886e-05
26,3.164784298769534e-08,0.046915917832734556,0.04999733283089878,-8.19365019992169e-06,-3.598439520917653e-05,-5.9079508995692994e-05,-0.00019901467021554708,-2.5465686803727294e-07,-2.6745445789995263e-08,-1.1351325593866719e-07,-1.14091596179805e-05
27,3.282001672377085e-08,0.0469638685939966,0.04999751629278756,-6.946357915132511e-06,-3.606439585478863e-05,-6.102018068190299e-05,-0.00019834136764984578,-2.2555161649506772e-07,-3.076696927194247e-08,-1.073388746064567e-07,-1.253964649361181e-05
28,3.406108795609173e-08,0.04701579168307646,0.04999768203606683,-5.820092583173938e-06,-3.6148987271258236e-05,-6.284769127989367e-05,-0.00019815591804217547,-1.9760450697958731e-07,-3.502964194536098e-08,-1.0028051888722286e-07,-1.3741794105720279e-05
