frame,x,y,z
0,1.0,0.0,0.0
1,0.9957381035174848,-0.0001097881969338312,-0.011365784251066777
2,0.9922689852456782,-0.0003865034034397477,-0.02090485467318939
3,0.9896279849315578,-0.0006557597476915192,-0.028756680694472393
4,0.9879974126198129,-0.0008030554725495784,-0.0357328721173372
5,0.9866395022973765,-0.0009127147020673183,-0.04130683086369865
6,0.985473213241976,-0.0009886930324550108,-0.04568437569876747
7,0.9844552861828585,-0.0010347687816749558,-0.04901552486530038
8,0.9835495073122746,-0.0010574025348671406,-0.05143768229420314
9,0.9827233272601982,-0.001063290127059122,-0.05306850851375938
10,0.9819477114233528,-0.0010598483615369529,-0.05401728436050891
11,0.9811975098478259,-0.0010528772825046404,-0.05438007161095416
12,0.9804527432962753,-0.0010460983833468257,-0.05424138947611599
13,0.9796984479363974,-0.0010414838493319025,-0.05367528693763859
14,0.9789238624728387,-0.0010396183219711253,-0.05274709349281774
15,0.9781219494537545,-0.0010402252795732212,-0.051514023793288344
16,0.9772883039736082,-0.0010423823569979203,-0.05002585302637137
17,0.9764205162306373,-0.001044941830903529,-0.0483262002754034
18,0.9755177104709849,-0.0010464799643528202,-0.0464530267721257
19,0.9745806273247831,-0.0010454190252801887,-0.04443902705936954
20,0.9736104523762825,-0.0010407055892064812,-0.042314626640236754
21,0.9726082368499838,-0.0010315599048347803,-0.04010804390483366
22,0.9715749052851966,-0.001017401509707655,-0.03784462096797111
23,0.970511316133017,-0.000997828711384151,-0.03554657067781538
24,0.9694183188873624,-0.0009725637365236861,-0.0332331446835654
25,0.9682968487110964,-0.000941485006796547,-0.030921023027249767
26,0.9671477929214244,-0.0009047129261685334,-0.028624552747460858
27,0.9659719926991417,-0.0008623320048905093,-0.02635594414004649
28,0.9647705204970478,-0.0008143772893750472,-0.024124868047668026
29,0.9635445847614177,-0.0007609699732705825,-0.021939127617479365
30,0.9622954577691191,-0.0007022620515394823,-0.01980530869026033
31,0.9610243905157593,-0.00063849021004633,-0.017728909293495763
32,0.9597325068552321,-0.0005699057966085625,-0.015714665967626173
33,0.9584208436513266,-0.0004968062249354371,-0.013766635234179923
34,0.9570902126503857,-0.000419514818755898,-0.011888038766678929
35,0.9557413381658841,-0.0003384060162136991,-0.010081701653070768
36,0.9543747613260409,-0.00025384781074444356,-0.008349881763351353
37,0.9529908892157477,-0.000166242728955377,-0.006694385361857703
38,0.9515900032801662,-7.598564676315421e-05,-0.005116635775197561
39,0.9501721857751986,1.6527922061384493e-05,-0.0036173678938843526
40,0.9487374982644109,0.00011087195621665408,-0.002197218612313672
41,0.947285855768662,0.00020664730651906568,-0.0008563199492986203
42,0.9458171145551832,0.00030345278241893157,0.00040542455124760045
43,0.9443311074889411,0.0004008668848110015,0.0015884050381676004
44,0.9428275377799503,0.0004984985051391216,0.0026935595843975988
45,0.9413061943415448,0.0005959586821068367,0.0037220446527738336
46,0.9397666156678446,0.000692921321743233,0.004675078795915136
47,0.9382084618714036,0.0007890264011945121,0.005554124672847521
48,0.9366313727483538,0.0008839407754667427,0.006360826235824025
49,0.9350349171883653,0.0009773579229753397,0.007097319978168986
50,0.9334187169879755,0.001068983959472344,0.007765580909475
51,0.9317823341611566,0.0011585678198306683,0.00836784966109292
52,0.930125349480525,0.0012458666880386699,0.008906451770686403
53,0.9284473616299922,0.0013306761633520292,0.009383688132565801
54,0.9267479174174865,0.0014127907066086717,0.009802304215390488
55,0.9250266228743736,0.001492057836330282,0.010164808141325666
56,0.9232830720177951,0.0015683311494250507,0.010473828056777315
57,0.921516868910451,0.0016415060385846175,0.01073208806932745
58,0.919727630604183,0.001711491434170102,0.010942147510475238
59,0.9179149314253587,0.001778231720011577,0.011106950470244794
60,0.9160784175725165,0.0018416875293552906,0.01122911547202121
61,0.9142177092765273,0.0019018490241572354,0.011311417974640319
62,0.9123324318801873,0.001958731343303633,0.011356586909889844
63,0.9104222234823462,0.002012378133607869,0.011367178593372801
64,0.9084866997772467,0.0020628562624984146,0.011346028153114697
65,0.9065254994262305,0.0021102555953967823,0.011295699733604649
66,0.9045382722261085,0.0021546966623437443,0.011218795262490835
67,0.9025246318791471,0.002196324008522499,0.011117868017769234
68,0.9004842155128708,0.002235299704276698,0.010995320803785518
69,0.8984166200865711,0.0022718284094537388,0.010853716047536086
70,0.8963214617175201,0.002306125495742282,0.01069536904568849
71,0.8941983272025559,0.0023384390098114536,0.010522681891546341
72,0.8920467546386179,0.002369051575214831,0.010337681140804127
73,0.889866455514745,0.002398237080918336,0.010142577414285354
74,0.8876569267234516,0.0024263179709120273,0.009939653671647468
75,0.8854177405690846,0.002453650534715897,0.009730778323851084
76,0.883148426828068,0.002480599818962303,0.009517931034381139
77,0.8808485148482836,0.0025075700574565827,0.009302965612429314
78,0.8785175245471237,0.0025349651124994812,0.009087581987999135
79,0.8761549561701663,0.0025632302745521632,0.008873597679698435
80,0.8737603263462783,0.0025928067130690205,0.008662511994840444
81,0.8713331541672718,0.002624166511639485,0.00845586307808858
82,0.8688729366570949,0.002657793874865992,0.00825507729610683
83,0.8663791984593259,0.0026941765603623645,0.00806146306441115
84,0.8638514491298751,0.002733806035668749,0.00787641523271926
85,0.8612892226792173,0.002777170546841496,0.007701007214399331
86,0.858692072063399,0.002824767550961209,0.007536392722656491
87,0.8560595636383688,0.002877076401223733,0.007383647110138562
88,0.8533912949720218,0.002934557457314283,0.007243720758513823
89,0.8506868751779801,0.002997656882205641,0.007117660579470924
90,0.8479459566142437,0.00306679343753049,0.007006248407767396
91,0.8451682139805266,0.0031423391971331788,0.006910380662460687
92,0.842353369449421,0.0032246441192243015,0.006830887505414628
93,0.8395011676829786,0.003314005530792497,0.006768494172539021
94,0.8366113974352499,0.00341066836578982,0.006724083675904909
95,0.8336839056810339,0.0035148142067694273,0.006698242522857855
96,0.8307185445048477,0.0036265630552806028,0.006691753139609375
97,0.8277152532928015,0.0037459777872940188,0.00670531643508593
98,0.8246740193484985,0.0038730383740093553,0.006739522870930537
99,0.8215948794358687,0.004007659048209644,0.006795098675599365
100,0.8184779391582536,0.004149666493892383,0.006872483329584882
101,0.8153233810783813,0.00429881104746813,0.006972214006933415
102,0.8121314835682324,0.004454788839230202,0.007094737734272013
103,0.8089026003627611,0.004617201237823215,0.007240377926077374
104,0.8056372221601977,0.004785591562447414,0.007409384579689318
105,0.8023359565323813,0.004959433548513545,0.007601696309323164
106,0.7989995392222091,0.005138161225578994,0.00781724164643712
107,0.795628863567668,0.0053211478989085405,0.00805572369570207
108,0.7922250064525181,0.005507753054007892,0.008316536761304871
109,0.7887892354622569,0.005697293119743544,0.008598906728211597
110,0.785323028952014,0.005889108879867328,0.008901587611034456
111,0.7818280677105883,0.006082535141914245,0.009223171708358537
112,0.7783062724029375,0.0062769361499716144,0.009561878922493683
