frame,energy_per_frame
0,12.142639229445102
1,20.187320094623082
2,23.46239639640998
3,24.669990024637087
4,25.660432398124108
5,26.054877456573898
6,26.11277610876934
7,28.52575349348971
8,26.2466117192296
9,25.65471029278136
10,25.43427519938239
11,24.887174087945667
12,24.378674204076436
13,23.821753568181407
14,24.155442353197536
15,24.46113333636415
16,24.56380506505169
17,24.480568564164948
18,24.226402713495695
19,23.819043047214052
20,23.915635753212463
21,23.997379985621343
22,23.945365241781044
23,23.7730115088244
24,23.490925009754317
25,23.107382833301784
26,22.628319396402407
27,22.061799515195688
28,21.418666480857915
29,20.708115260175568
30,19.943857185370057
31,19.134599795463934
32,18.289885587207507
33,17.418144793988688
34,16.55351859663943
35,16.93143891334703
36,18.26882178026133
37,19.84366319144419
38,21.448030566281055
39,23.080719183241417
40,24.73733814901106
41,26.414820479070798
42,28.110636904499685
43,29.817509032263754
44,31.534783143590566
45,33.256939174231505
46,34.97988915204466
47,36.70083544986875
48,38.41217497142986
49,40.11297960474497
50,41.793158638025396
51,43.45615505735074
52,45.09526050432048
53,46.70321255066075
54,48.28129178567018
55,49.82130560138479
56,51.32140352980484
57,52.77876366068224
58,54.18722929996394
59,55.54682052076718
60,56.85244057250506
61,58.10206263852029
62,59.29361320724496
63,60.42155653220087
64,61.48655170798107
65,62.484735680368686
66,63.414008887426384
67,64.27342369664058
68,65.05794425109046
69,65.7688499825411
70,66.40293735152972
71,66.95858851220976
72,67.46309585678222
73,68.24574764417905
74,68.95922156454517
75,69.60034825698409
76,70.16656132383054
77,70.6582854564596
78,71.06973166924546
79,71.4012577931117
80,71.65369817984441
81,71.81836489257046
82,71.89915297123568
83,71.88966681884385
84,71.79418912843732
85,71.60068066947156
86,71.31705533641811
87,70.93796183460522
88,70.46120677077153
89,69.88509319638425
90,69.20934314197446
91,68.42976642157372
92,67.54814682640392
93,66.5608041404546
94,65.4692396788121
95,64.26996725608912
96,62.96317377847597
97,61.548527989119705
98,60.024736861857846
99,58.39021309940006
100,56.64270553683069
101,54.78578973613446
102,52.84311123516693
103,50.7874923828177
104,48.61037888236443
105,46.303479775934235
106,43.8583642917479
107,41.26821231766504
108,38.53020017010298
109,35.64653025093165
110,32.62300758095915
111,31.043615470384346
112,30.849587174344446
113,30.2775276681581
114,29.440907660595933
115,28.483169055940927
116,29.104675119117616
117,29.71273259870522
118,30.274764634731604
119,30.768735963101864
120,31.19626469305745
121,31.561528191164616
122,31.89124114849813
123,32.42192361122082
124,33.22186985494946
125,33.932402540758744
126,34.55085442136247
127,35.09084357075521
128,35.56740268591963
129,35.98877553181897
130,36.35901948858455
131,36.687544545506455
132,36.980343315490764
133,37.237062963550144
134,37.47856387025911
135,37.68832252935755
136,37.88389577451384
137,38.0571418016239
138,38.21546223500023
139,38.3580719689834
140,38.57568284466201
141,38.91648238857759
142,39.21077335031296
143,39.465784332653314
144,39.6848826332508
145,39.87060787165555
146,40.02614346500414
147,40.15375369739922
148,40.25634271025258
149,40.33658548838669
150,40.39611046592567
151,40.43728083543657
152,40.461791474784974
153,40.47190091126141
154,40.46948559431861
155,40.45573171296665
156,40.43236532956607
157,40.40102261398673
158,40.36228669864606
159,40.3183221871289
160,40.26945515575294
161,40.217182616041455
162,40.16252869047331
163,40.10584537249034
164,40.049782152737905
165,39.992630052015386
166,39.93593141794669
167,39.88081179640899
168,39.82884287048053
169,39.77826631105431
170,39.73043450057196
