frame,x,y
0,9.812088565242714e-05,-3.5836937318775866e-06
1,0.00040665591223848534,-1.5886899938885765e-05
2,0.0009104646517002813,-2.6831015873055733e-05
3,0.001546355915349251,-2.0713677314208696e-05
4,0.002269296972862193,9.634919586619591e-06
5,0.003058853672359115,6.893917012824417e-05
6,0.0038995480152714027,0.0001597104059270208
7,0.0047781425702989894,0.0002830070203360653
8,0.005692908718067417,0.00043968685531169105
9,0.006634025364470505,0.000631786794335143
10,0.0075818930338129335,0.0008569658494042622
11,0.008531483982153252,0.0011082644586130931
12,0.00948113880234916,0.0013803433042097
13,0.010428108377741555,0.0016687609818078284
14,0.011370702893147688,0.001968875383962286
15,0.012308191008119997,0.0022761472591133294
16,0.013240709277371497,0.0025863911247768754
17,0.014168987020257987,0.002895928977295797
18,0.015094030484419992,0.003201670228559127
19,0.01601695911326044,0.0035011350669553534
20,0.016938887464272544,0.0037924308435889616
21,0.01786083767405532,0.00407419438760667
22,0.0187836925869021,0.004345521674741704
23,0.019708171217233273,0.004605895344878841
24,0.020634816173684806,0.004855115900167066
25,0.021563990671308743,0.005093237581187716
26,0.022495881614645125,0.0053205149712619235
27,0.02343050807307199,0.0055373553054149606
28,0.024367737142839293,0.005744280074181583
29,0.025307303478047303,0.005941890740834533
30,0.0262488294124327,0.006130840124282275
31,0.02719185118356363,0.006311807099949814
32,0.02813584246259896,0.006485475737639699
33,0.029080233463180963,0.00665251783669854
34,0.030024422977857457,0.006813577379707686
35,0.030967804724694476,0.00696925965212246
36,0.03190978419393933,0.007120126170773566
37,0.032849774939697526,0.007266689682024187
38,0.03378720549291809,0.007409408236636611
39,0.03472152503954129,0.0075486833868229665
40,0.03565220818818914,0.007684860840166977
41,0.03657875192346898,0.007818231144319112
42,0.03750067484994284,0.007949030384382886
43,0.03841751591194314,0.008077441859481988
44,0.039328831817238466,0.008203598559210535
45,0.04023419402661556,0.008327585572154217
46,0.04113318491598824,0.008449442405362889
47,0.04202539405933015,0.008569165667021742
48,0.04291041650907096,0.008686712097306593
49,0.04378785035738007,0.008802001514476394
50,0.04465729511935263,0.008914919828339911
51,0.045518333433959814,0.009025320299718101
52,0.04637052961476898,0.009133023619245608
53,0.04721344307662547,0.009237821867560978
54,0.04804661685503633,0.00933948364931065
55,0.04886958059670717,0.00943775594163344
56,0.0496818500049965,0.009532366599800966
57,0.05048291704396933,0.009623026633570576
58,0.0512722497660919,0.009709431071553464
59,0.052049291135494266,0.009791261467483584
60,0.05281345867095997,0.009868188561320669
61,0.0535641420847472,0.009939874059861672
62,0.05430070219100897,0.01000597272255123
63,0.05502247177165035,0.010066134159966432
64,0.05572875440788796,0.010120004749644073
65,0.056418824180762044,0.010167229696206804
