frame,omega_vel_error
0,0.0
1,5.1962621776259516e-05
2,3.68461201449932e-05
3,3.0586110958273953e-06
4,9.094633873089532e-05
5,0.0002611797911322827
6,0.000445177993545305
7,0.0005854287874912753
8,0.0006505937964950426
9,0.0006377085879006234
10,0.0005625376027359257
11,0.0004494297125760876
12,0.00032273008571405035
13,0.00020260666630934763
14,0.00010376509464015714
15,3.5577311419772824e-05
16,2.828215718141542e-06
17,6.636243903649329e-06
18,4.549359929161451e-05
19,0.00011643483722253342
20,0.00021603777307556014
21,0.00034075581365677063
22,0.0004870070335086411
23,0.0006512291817734139
24,0.0008299615202613298
25,0.0010199358356875266
26,0.0012181513739320555
27,0.0014216666001768403
28,0.0016278327150530737
29,0.0018344624633538293
30,0.002039853943232703
31,0.002242643846675991
32,0.002441766711389371
33,0.0026539321581367566
34,0.002843612251110825
35,0.00301125040712174
36,0.003168908158875982
37,0.0033263252685463316
38,0.00348620842677033
39,0.0036398686641295848
40,0.0037876713678921883
41,0.003929082758903101
42,0.004063961824305318
43,0.004191929049137311
44,0.004312705493085225
45,0.004426050429819919
46,0.004531755859233617
47,0.004629627163813877
48,0.0047195061021338
49,0.004801273245674593
50,0.004874843350371824
51,0.0049401595132479706
52,0.005016693205012081
53,0.005104728916403886
54,0.005205097189463841
55,0.005317851444486476
56,0.005443907539845489
57,0.005463045962180709
58,0.005507177536655821
59,0.005534097021034479
60,0.005554256612261304
61,0.005555075954589657
62,0.005541252703574482
63,0.00551819640181797
64,0.005486283530467242
65,0.005446379834363029
66,0.005399242263681828
67,0.005345761316058788
68,0.005286685084687511
69,0.005222716271587517
70,0.005154521531031269
71,0.005083357313963641
72,0.005045186969029282
73,0.005037953732728325
74,0.005019771940818054
75,0.004985922226814409
76,0.004935247915042438
77,0.004869707131305525
78,0.004799490043568204
79,0.004724526013737221
80,0.004646406422393864
81,0.004566078604471292
82,0.004484751336301422
83,0.004403229327362414
84,0.004322223225220935
85,0.004241928722938441
86,0.004151520858142673
87,0.0040646118271889025
88,0.00397998815077892
89,0.003905647627049285
90,0.003834888211757359
91,0.0037688159151953392
92,0.0037070721915350635
93,0.0036499307001609835
94,0.003597178257667126
95,0.003548795791181504
96,0.0035047202921446286
97,0.0034648626945772702
98,0.0034290805703235112
99,0.003397196801454286
100,0.003368970317038814
101,0.0033441003213109796
102,0.00332221173677643
103,0.0033028409690125013
104,0.003285429763558839
105,0.003269322948576528
106,0.0032537766542339607
107,0.003237849751952369
108,0.0032207090073590873
109,0.003201301414090996
110,0.0031787013632520625
111,0.0031518364288233595
112,0.003119790349700393
113,0.003081797527132752
114,0.0030373122728082013
115,0.0029860260683595165
116,0.0029279437060766304
117,0.002863392222290296
118,0.002793070899170486
119,0.002718027986157367
120,0.0026396277410381903
121,0.002559518057146475
122,0.0024795730317618155
123,0.002401857025678483
124,0.002328560652768346
125,0.0022619595917063107
126,0.0022043828828969122
127,0.0021581924972947494
128,0.0021257601538133414
129,0.0021094972197856113
130,0.0021118227666468412
131,0.00213525130123157
132,0.002182338674138103
133,0.0022557498569917983
134,0.0023582522642968218
135,0.0024926586795157436
136,0.002661721446696089
137,0.0028679247489906043
138,0.0031132342439132038
139,0.0033988129744436475
140,0.0037248739221753644
141,0.004090666853898819
142,0.004494646028064158
143,0.00493461405901414
144,0.00540772405781455
145,0.005910156976944096
146,0.00643668163314434
147,0.006991072186061656
148,0.007547259812713899
149,0.008099425818552464
150,0.008635496213496236
151,0.009143816724795336
152,0.009614360619500488
153,0.010038736756076121
154,0.010410862254566769
155,0.010726785264593468
156,0.010984296843242067
157,0.011182469235971302
158,0.01132129779444025
159,0.01140138854510094
160,0.011423849215735898
161,0.011389995374673938
162,0.011301593719884899
163,0.011160594226671547
164,0.010969374420404857
165,0.010730549579500887
166,0.010447005625507984
167,0.010121934738358814
168,0.00975877621753974
169,0.00936121114957659
170,0.008933122187648223
171,0.008478609570625236
172,0.008001906246327286
173,0.00750737702784469
174,0.00699954986692582
175,0.006482907777537777
176,0.00596215065973436
177,0.005441781115810948
178,0.004926325095738015
179,0.004420169651883323
180,0.0039274583141794385
181,0.0034521993389907087
182,0.0029980362934712707
183,0.0025682775102152207
184,0.0021658493227299197
185,0.001793280595156087
186,0.0014526854126277993
187,0.0011457749072360458
188,0.0008739303066534428
189,0.0006381259708856119
190,0.000439063980978847
191,0.00027710564522705075
192,0.00015238806341111893
193,6.484275246125951e-05
194,1.4239881548223571e-05
195,2.391893094475201e-07
196,2.240786438484805e-05
197,8.024785671521172e-05
198,0.00017322896579426045
199,0.0003008186726311641
200,0.00046250462288189415
201,0.000657810676966467
202,0.0008862997921090359
203,0.0011475845514371294
204,0.0014413193179761475
205,0.0017672594190373484
206,0.0021251764933483894
207,0.0025149648383680366
208,0.0029364634352699154
209,0.0033895927649365337
210,0.003874284078895252
211,0.004390487374326129
212,0.004938141352224343
213,0.005517179550866166
214,0.006127507045789334
215,0.006768978376478723
216,0.007441390962003956
217,0.008144464446817967
218,0.008877819464729436
219,0.009640991721455229
220,0.010433363988703065
221,0.011254209939647378
222,0.012102658504148156
223,0.012977649866484002
224,0.013877970728497854
225,0.014802226345428365
226,0.01574883566237224
227,0.016716013012649203
228,0.017701782561852675
229,0.01870396739320423
230,0.01972019267955919
231,0.020747887168527476
232,0.02178429308681175
233,0.02282646937759299
234,0.023871294621170464
235,0.024915561541432256
236,0.025955891269821892
237,0.026988819984997046
238,0.028010719190211905
239,0.02901793013312238
240,0.030006711702170636
241,0.030973372914595457
242,0.03191417836574635
243,0.032825470629329646
244,0.033703631685216034
245,0.03454513688377139
246,0.035346582592697615
247,0.03610473664764134
248,0.03681650638918214
249,0.037479007404917726
250,0.03808955327377784
251,0.03864570414613552
252,0.03914526868555865
253,0.03958630742624697
254,0.03996715575286124
255,0.040286415928268954
256,0.04054298182979965
257,0.04073601990705639
258,0.040864995365185064
259,0.040929651865932296
260,0.04092999760928035
261,0.040866324163875735
262,0.04073918716598029
263,0.04054937118048699
264,0.040297923872277215
265,0.039986106701221956
266,0.039615400288016724
267,0.05991013980480091
268,0.08664171118337717
269,0.10537868580323011
270,0.11790852633384849
271,0.13359615851944728
272,0.15290114301277133
273,0.17530393478300513
274,0.20050738521576725
275,0.2293387785547189
276,0.26173287124584454
277,0.2608124763161049
278,0.259392862798548
279,0.2579641503266386
280,0.25628623710271137
281,0.25434926176125117
282,0.24588272744051295
283,0.220043044269429
284,0.20059071286715904
285,0.18842052281725732
286,0.17903142106538203
287,0.1717825245247947
288,0.16276449775083032
289,0.14562615621512368
290,0.13477485989116963
291,0.11147875909606697
292,0.09777742530760843
293,0.08537095710185108
294,0.07228317694884884
295,0.06192087246218027
296,0.05397907208838328
297,0.047797520209690386
298,0.04285120007363157
299,0.038838985585774755
300,0.03554078551364411
301,0.03280294494117772
302,0.030509548050869608
303,0.028570176360779156
304,0.026908030168810503
305,0.0256342208296307
306,0.024355274342171586
307,0.023205490370209667
308,0.022158858516916204
309,0.021199691228768275
310,0.020306543231239548
311,0.019462791346092113
312,0.018656110718798583
313,0.017878731366171147
314,0.017122501934475422
315,0.016381609513394624
316,0.015653325377289067
317,0.014936181875763734
318,0.01422801661131032
319,0.013524830022362556
320,0.012829503148022843
321,0.012140625040751418
322,0.011458266879800007
323,0.010793693437969503
324,0.010159646359508858
325,0.009562337952748834
326,0.008945151667235618
327,0.008343783211362086
328,0.007764946918722936
329,0.007201101119586546
330,0.0066547445106863255
331,0.006125307444340811
332,0.005612983720807318
333,0.005117460678355669
334,0.004638592147023954
335,0.004176459869063005
336,0.00373167261803018
337,0.0033043878941190247
338,0.002925519167222193
339,0.002648319830640233
340,0.0023089122700643183
341,0.001938618153829598
342,0.0015907693945272697
343,0.0012573411864223005
344,0.0009362570348335125
345,0.0006516944101731016
346,0.0004159714322283075
347,0.00023389136087726168
348,0.00010571096779509718
349,2.9076966198507826e-05
350,4.189109879038789e-07
351,1.5514180156794133e-05
352,6.982335727916108e-05
353,0.00015878326680203642
354,0.0002780995441753871
355,0.00039087343017892625
356,0.0005120744155196883
357,0.000645661726714581
358,0.0007898494363878565
359,0.0009429122399586084
360,0.0011028572072802282
361,0.0012681445049885936
362,0.0014373587556331146
363,0.00160924028440743
364,0.001782661980079437
365,0.0019566425480177885
366,0.002130341832742337
367,0.0023030381530187182
368,0.002474098355968607
369,0.002642992343006589
370,0.002810671876415121
371,0.002979042980309751
372,0.0031396375025200323
373,0.003294350731564084
374,0.0034436427706985664
375,0.0035842156246023867
376,0.003716392899955396
377,0.0038453918577514533
378,0.003971625265363224
379,0.004095045268146884
380,0.00422381998538327
381,0.004351514776068958
382,0.00446927750830778
383,0.004578165608826603
384,0.004676896397314508
385,0.0047618279223253564
386,0.004849483167332117
387,0.004938947795467271
388,0.0050327530444219445
389,0.00511583246624959
390,0.005197578225627123
391,0.0052636706614271256
392,0.00531625276424633
393,0.0053654426621854295
394,0.005424252544990311
395,0.005475753457519787
396,0.005518983359398861
397,0.0055561099924572085
398,0.005588920129596047
399,0.005607424156468169
400,0.005616071018767464
401,0.005618927063035046
402,0.005629812728999611
403,0.005632585548479356
404,0.005628748130195998
405,0.005618478693120485
406,0.005602590679638165
407,0.005581511406313945
408,0.0055555418921898235
409,0.005524978596535852
410,0.005489962969927261
411,0.005450717965565887
412,0.0054074631995725654
413,0.005360443450342393
414,0.005309861453464764
415,0.005255906073381828
416,0.005198795695602994
417,0.005138730715991583
418,0.005075256726352732
419,0.005009594130074909
420,0.0049419419182255555
421,0.00487279216956268
422,0.004801687481239067
423,0.004728856713282794
424,0.004654551855423642
425,0.004505047273403736
426,0.004247369077105159
427,0.003916067033826213
428,0.0035098462205769058
